split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,split4_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_cache_ratings,param_lr_bi,param_lr_bu,param_lr_pu,param_lr_qi,param_lr_yj,param_n_epochs,param_n_factors,param_reg_bi,param_reg_bu,param_reg_pu,param_reg_qi,param_reg_yj
0.6796853351949277,0.6469057579702209,0.649897111465869,0.6638111101701488,0.6801566032868505,0.6640911836176034,0.01412914896681268,288,6.305360794067383,0.10312033936410411,0.07811436653137208,0.010511910345468943,"{'cache_ratings': True, 'lr_bi': 0.022320833389195355, 'lr_bu': 3.1811225648934506e-05, 'lr_pu': 0.002924390173141909, 'lr_qi': 0.0010680224658603692, 'lr_yj': 0.0036089352961534175, 'n_epochs': 914, 'n_factors': 1, 'reg_bi': -0.00027, 'reg_bu': 0.00138, 'reg_pu': 2e-05, 'reg_qi': 0.00293, 'reg_yj': 0.00016986}",True,0.022320833389195355,3.1811225648934506e-05,0.002924390173141909,0.0010680224658603692,0.0036089352961534175,914,1,-0.00027,0.00138,2e-05,0.00293,0.00016986
0.6852044577610643,0.6511881140701333,0.6504980841877854,0.6616460318736493,0.6784692681402886,0.6654011912065843,0.014150331325373324,455,6.443915605545044,0.07580017798409523,0.07826089859008789,0.006613398282615714,"{'cache_ratings': True, 'lr_bi': 0.025624997633256975, 'lr_bu': 4.498440927774195e-05, 'lr_pu': 0.002785110097917386, 'lr_qi': 0.0006867832006547885, 'lr_yj': 0.0006873003014682172, 'n_epochs': 914, 'n_factors': 1, 'reg_bi': -0.00027, 'reg_bu': 0.00138, 'reg_pu': 2e-05, 'reg_qi': 0.00293, 'reg_yj': 0.00016986}",True,0.025624997633256975,4.498440927774195e-05,0.002785110097917386,0.0006867832006547885,0.0006873003014682172,914,1,-0.00027,0.00138,2e-05,0.00293,0.00016986
0.6808809328211368,0.6457349117914838,0.650048806807162,0.6594189699165337,0.6796135058091425,0.6631394254290918,0.014657964312944551,73,6.31565260887146,0.11811749821814857,0.08700904846191407,0.0063973122565294804,"{'cache_ratings': True, 'lr_bi': 0.021102502802142403, 'lr_bu': 5.8576955406629925e-05, 'lr_pu': 0.004396000594591461, 'lr_qi': 0.000833592675229416, 'lr_yj': 0.0028100650563367044, 'n_epochs': 914, 'n_factors': 1, 'reg_bi': -0.00027, 'reg_bu': 0.00138, 'reg_pu': 2e-05, 'reg_qi': 0.00293, 'reg_yj': 0.00016986}",True,0.021102502802142403,5.8576955406629925e-05,0.004396000594591461,0.000833592675229416,0.0028100650563367044,914,1,-0.00027,0.00138,2e-05,0.00293,0.00016986
0.683959901584944,0.6455270330064653,0.6491022378525466,0.6595902666872749,0.6814911932450703,0.6639341264752603,0.016043424760607765,246,6.376275157928466,0.14267638739741248,0.07573094367980956,0.004915975191312806,"{'cache_ratings': True, 'lr_bi': 0.01978602718555058, 'lr_bu': 7.492876942724272e-05, 'lr_pu': 0.0033911496741076525, 'lr_qi': 0.0004701517849221714, 'lr_yj': 0.003922283217973478, 'n_epochs': 914, 'n_factors': 1, 'reg_bi': -0.00027, 'reg_bu': 0.00138, 'reg_pu': 2e-05, 'reg_qi': 0.00293, 'reg_yj': 0.00016986}",True,0.01978602718555058,7.492876942724272e-05,0.0033911496741076525,0.0004701517849221714,0.003922283217973478,914,1,-0.00027,0.00138,2e-05,0.00293,0.00016986
0.6799499261281827,0.6462796844555506,0.6498583390715449,0.6605387359889493,0.6807997621850861,0.6634852895658627,0.014569035823823955,144,6.408982753753662,0.15183654164112612,0.07590551376342773,0.004881918782534644,"{'cache_ratings': True, 'lr_bi': 0.024412337183621218, 'lr_bu': 7.113806780385962e-05, 'lr_pu': 0.002718454757344936, 'lr_qi': 0.0009315244971502362, 'lr_yj': 0.003454567176700953, 'n_epochs': 914, 'n_factors': 1, 'reg_bi': -0.00027, 'reg_bu': 0.00138, 'reg_pu': 2e-05, 'reg_qi': 0.00293, 'reg_yj': 0.00016986}",True,0.024412337183621218,7.113806780385962e-05,0.002718454757344936,0.0009315244971502362,0.003454567176700953,914,1,-0.00027,0.00138,2e-05,0.00293,0.00016986
0.6798907017067043,0.6458237438335394,0.649780202173975,0.658114627577562,0.6794967625515026,0.6626212075686566,0.014493966016643451,9,6.323062610626221,0.12120703416714883,0.07982869148254394,0.00684521296323521,"{'cache_ratings': True, 'lr_bi': 0.015288096845024968, 'lr_bu': 6.657424056851807e-05, 'lr_pu': 0.0027743620347402288, 'lr_qi': 0.0011168105950240656, 'lr_yj': 0.002547538755630011, 'n_epochs': 914, 'n_factors': 1, 'reg_bi': -0.00027, 'reg_bu': 0.00138, 'reg_pu': 2e-05, 'reg_qi': 0.00293, 'reg_yj': 0.00016986}",True,0.015288096845024968,6.657424056851807e-05,0.0027743620347402288,0.0011168105950240656,0.002547538755630011,914,1,-0.00027,0.00138,2e-05,0.00293,0.00016986
0.6838542278503996,0.6452441383887051,0.6491975046126915,0.6608356256443092,0.6775165828674049,0.663329615872702,0.015202307595181926,108,6.352298021316528,0.14561473568802474,0.07474145889282227,0.00915428337142988,"{'cache_ratings': True, 'lr_bi': 0.013861473028469453, 'lr_bu': 4.375586550204525e-05, 'lr_pu': 0.0032090827505976676, 'lr_qi': 0.00041491029679741206, 'lr_yj': 0.0029313400597909653, 'n_epochs': 914, 'n_factors': 1, 'reg_bi': -0.00027, 'reg_bu': 0.00138, 'reg_pu': 2e-05, 'reg_qi': 0.00293, 'reg_yj': 0.00016986}",True,0.013861473028469453,4.375586550204525e-05,0.0032090827505976676,0.00041491029679741206,0.0029313400597909653,914,1,-0.00027,0.00138,2e-05,0.00293,0.00016986
0.67958734190906,0.6463941369189936,0.6499244135674591,0.6621853030585209,0.6787583741652062,0.6633699139238479,0.013929619282018073,115,6.381720399856567,0.15710387831487432,0.07551741600036621,0.005988123001499888,"{'cache_ratings': True, 'lr_bi': 0.01632106808727752, 'lr_bu': 4.165299175462213e-05, 'lr_pu': 0.003249395721178033, 'lr_qi': 0.0010157337589539188, 'lr_yj': 0.0027130576001466425, 'n_epochs': 914, 'n_factors': 1, 'reg_bi': -0.00027, 'reg_bu': 0.00138, 'reg_pu': 2e-05, 'reg_qi': 0.00293, 'reg_yj': 0.00016986}",True,0.01632106808727752,4.165299175462213e-05,0.003249395721178033,0.0010157337589539188,0.0027130576001466425,914,1,-0.00027,0.00138,2e-05,0.00293,0.00016986
0.6824990580987005,0.6464032000367285,0.6503114322781511,0.6571340170956341,0.6790039946595707,0.663070340433757,0.014880723424646178,54,6.367546033859253,0.15540088826129084,0.07549428939819336,0.011915336294541862,"{'cache_ratings': True, 'lr_bi': 0.00978616577982899, 'lr_bu': 6.357512310277144e-05, 'lr_pu': 0.0038622142779527477, 'lr_qi': 0.0006430102662865844, 'lr_yj': 0.002409830596544155, 'n_epochs': 914, 'n_factors': 1, 'reg_bi': -0.00027, 'reg_bu': 0.00138, 'reg_pu': 2e-05, 'reg_qi': 0.00293, 'reg_yj': 0.00016986}",True,0.00978616577982899,6.357512310277144e-05,0.0038622142779527477,0.0006430102662865844,0.002409830596544155,914,1,-0.00027,0.00138,2e-05,0.00293,0.00016986
0.678937792535721,0.6464980079014443,0.6511682622210063,0.6564340918267597,0.6813095257661662,0.6628695360502196,0.014453952903712604,33,6.391602373123169,0.16465056736379424,0.07751188278198243,0.013951851199134368,"{'cache_ratings': True, 'lr_bi': 0.023054574847930248, 'lr_bu': 4.699875338507962e-05, 'lr_pu': 0.0034462527355986834, 'lr_qi': 0.0010175399552377726, 'lr_yj': 0.003281831598484989, 'n_epochs': 914, 'n_factors': 1, 'reg_bi': -0.00027, 'reg_bu': 0.00138, 'reg_pu': 2e-05, 'reg_qi': 0.00293, 'reg_yj': 0.00016986}",True,0.023054574847930248,4.699875338507962e-05,0.0034462527355986834,0.0010175399552377726,0.003281831598484989,914,1,-0.00027,0.00138,2e-05,0.00293,0.00016986
