split0_test_rmse,split1_test_rmse,split2_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_cache_ratings,param_lr_all,param_n_epochs,param_n_factors,param_reg_all,param_reg_bi,param_reg_bu
0.7151043441491948,0.7157453603841414,0.7098522899115929,0.713567331481643,0.002639933819090507,197,1.544575293858846,0.011308450873752072,0.09498270352681477,0.01506195541652613,"{'cache_ratings': True, 'lr_all': 0.01682486818052971, 'n_epochs': 200, 'n_factors': 21, 'reg_all': 0.15185821860163162, 'reg_bi': 0, 'reg_bu': 0}",True,0.01682486818052971,200,21,0.15185821860163162,0,0
0.7138099878572203,0.7148073804733655,0.7127361401443854,0.7137845028249904,0.0008457723256484624,257,2.890939394632975,0.056704171045341714,0.08663336435953777,0.009014166907963573,"{'cache_ratings': True, 'lr_all': 0.019066378161561506, 'n_epochs': 200, 'n_factors': 46, 'reg_all': 0.12368718007637988, 'reg_bi': 0, 'reg_bu': 0}",True,0.019066378161561506,200,46,0.12368718007637988,0,0
0.7148568742750959,0.7161209232286639,0.7126600407061423,0.7145459460699675,0.001429903078354676,556,2.4421209494272866,0.05970518178487828,0.0813736120859782,0.006448286733501002,"{'cache_ratings': True, 'lr_all': 0.021802898787968907, 'n_epochs': 200, 'n_factors': 38, 'reg_all': 0.13426574847012918, 'reg_bi': 0, 'reg_bu': 0}",True,0.021802898787968907,200,38,0.13426574847012918,0,0
0.713251673855263,0.7128130743752035,0.7097682778152696,0.7119443420152454,0.0015490930524641726,9,1.4025660355885823,0.05763992735696606,0.0993947188059489,0.002314099640030708,"{'cache_ratings': True, 'lr_all': 0.01303108594081262, 'n_epochs': 200, 'n_factors': 19, 'reg_all': 0.14514223621940944, 'reg_bi': 0, 'reg_bu': 0}",True,0.01303108594081262,200,19,0.14514223621940944,0,0
0.7146184923272249,0.7190674925781337,0.7126395450028435,0.7154418433027341,0.002688005162361576,859,1.6775776545206706,0.05255942766895953,0.13024147351582846,0.019401893824619345,"{'cache_ratings': True, 'lr_all': 0.022786516571431412, 'n_epochs': 200, 'n_factors': 25, 'reg_all': 0.1645153247911695, 'reg_bi': 0, 'reg_bu': 0}",True,0.022786516571431412,200,25,0.1645153247911695,0,0
0.7150568717309848,0.7148306605738621,0.7130320401584059,0.7143065241544176,0.000905915729697158,441,3.0321997006734214,0.0863849102818934,0.1095726490020752,0.01822880718334902,"{'cache_ratings': True, 'lr_all': 0.011167624228963372, 'n_epochs': 200, 'n_factors': 48, 'reg_all': 0.15077219541633796, 'reg_bi': 0, 'reg_bu': 0}",True,0.011167624228963372,200,48,0.15077219541633796,0,0
0.7157037443198558,0.7173900901968399,0.7126188913350705,0.7152375752839221,0.0019755285912357503,805,2.5938303470611572,0.0822551693342219,0.11142500241597493,0.01194703655228189,"{'cache_ratings': True, 'lr_all': 0.01941933473492778, 'n_epochs': 200, 'n_factors': 37, 'reg_all': 0.16565664262423418, 'reg_bi': 0, 'reg_bu': 0}",True,0.01941933473492778,200,37,0.16565664262423418,0,0
0.7148479886776289,0.7183091319382714,0.7124596748069622,0.7152055984742876,0.002401381651987843,795,2.3137426376342773,0.08968528078402103,0.09398865699768066,0.016839712077435367,"{'cache_ratings': True, 'lr_all': 0.0205656336758269, 'n_epochs': 200, 'n_factors': 34, 'reg_all': 0.16400646979921696, 'reg_bi': 0, 'reg_bu': 0}",True,0.0205656336758269,200,34,0.16400646979921696,0,0
0.7151679925640348,0.7169441061778381,0.7128248248960584,0.7149789745459771,0.001686992477352936,734,2.1036993662516275,0.09282772340161372,0.10516810417175293,0.02959841883117915,"{'cache_ratings': True, 'lr_all': 0.020159040422659175, 'n_epochs': 200, 'n_factors': 29, 'reg_all': 0.14054201379694065, 'reg_bi': 0, 'reg_bu': 0}",True,0.020159040422659175,200,29,0.14054201379694065,0,0
0.7146163078294543,0.7150796142388839,0.7132036756750629,0.7142998659144671,0.000797867151840145,439,1.7437523206075032,0.08090809515138984,0.08604804674784343,0.009395259125640522,"{'cache_ratings': True, 'lr_all': 0.018913514676414007, 'n_epochs': 200, 'n_factors': 26, 'reg_all': 0.1319660488174949, 'reg_bi': 0, 'reg_bu': 0}",True,0.018913514676414007,200,26,0.1319660488174949,0,0
0.7152891853281588,0.7167638490567484,0.7130528971657873,0.7150353105168982,0.001525588476425036,748,2.9009834130605063,0.0961944425091439,0.08978660901387532,0.004397014223442064,"{'cache_ratings': True, 'lr_all': 0.016422952398577335, 'n_epochs': 200, 'n_factors': 47, 'reg_all': 0.17239371447707807, 'reg_bi': 0, 'reg_bu': 0}",True,0.016422952398577335,200,47,0.17239371447707807,0,0
0.7143994274930633,0.716174408606884,0.7122672711000478,0.7142803690666651,0.0015973023207904301,430,2.766675074895223,0.05222176719535402,0.09238704045613606,0.009710940713965492,"{'cache_ratings': True, 'lr_all': 0.01880083283464197, 'n_epochs': 200, 'n_factors': 46, 'reg_all': 0.14055085020088454, 'reg_bi': 0, 'reg_bu': 0}",True,0.01880083283464197,200,46,0.14055085020088454,0,0
0.7128363119073392,0.7150392392298001,0.7118649869275171,0.7132468460215522,0.0013279992755612015,126,2.172953208287557,0.10468868716315963,0.09753179550170898,0.007145416273863732,"{'cache_ratings': True, 'lr_all': 0.013858090214898632, 'n_epochs': 200, 'n_factors': 35, 'reg_all': 0.15088837109991468, 'reg_bi': 0, 'reg_bu': 0}",True,0.013858090214898632,200,35,0.15088837109991468,0,0
