split0_test_rmse,split1_test_rmse,split2_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_lr_all,param_n_epochs,param_n_factors,param_reg_all,param_reg_bi,param_reg_bu
7.43060401587267,7.442794477830416,7.3963976868251775,7.423265393509421,0.019639366716516636,969,1.8282983303070068,0.04632087427941655,0.12758048375447592,0.005102431366954158,"{'lr_all': 0.0851206340462533, 'n_epochs': 200, 'n_factors': 33, 'reg_all': -0.011433647502355038, 'reg_bi': 0, 'reg_bu': 0}",0.0851206340462533,200,33,-0.011433647502355038,0,0
0.8670198685665701,0.8125916614526459,0.8492308483542201,0.842947459457812,0.02266007008560336,864,9.08832867940267,0.036997024574515244,0.15740060806274414,0.005406320010619659,"{'lr_all': 0.005253156947468779, 'n_epochs': 200, 'n_factors': 335, 'reg_all': 0.08019470352973518, 'reg_bi': 0, 'reg_bu': 0}",0.005253156947468779,200,335,0.08019470352973518,0,0
0.7637813324799724,0.7292516508628958,0.7670234302909872,0.7533521378779517,0.017092940166946288,710,4.0484639803568525,0.09043644564303266,0.1827410856882731,0.038864240002559634,"{'lr_all': 0.008806134003730752, 'n_epochs': 200, 'n_factors': 125, 'reg_all': 0.0939121840267747, 'reg_bi': 0, 'reg_bu': 0}",0.008806134003730752,200,125,0.0939121840267747,0,0
0.7328010151393516,0.6985111320655606,0.7428952635016994,0.7247358035688706,0.01899602605972414,201,5.492379268010457,0.06459449670688412,0.18265064557393393,0.027606776509754415,"{'lr_all': 0.09847066663641689, 'n_epochs': 200, 'n_factors': 166, 'reg_all': 0.11056774167641131, 'reg_bi': 0, 'reg_bu': 0}",0.09847066663641689,200,166,0.11056774167641131,0,0
0.7261170357950326,0.6956710860400609,0.7377249744426414,0.7198376987592449,0.017733300833007837,45,6.722053607304891,0.27815931391388715,0.16457494099934897,0.03426284011184805,"{'lr_all': 0.024008826113838096, 'n_epochs': 200, 'n_factors': 232, 'reg_all': 0.14324822051278346, 'reg_bi': 0, 'reg_bu': 0}",0.024008826113838096,200,232,0.14324822051278346,0,0
0.7401130726154548,0.7015027566239314,0.7449016037678393,0.7288391443357418,0.019428348317122514,459,2.309101661046346,0.06541178728176349,0.1440566380818685,0.006400598408182187,"{'lr_all': 0.010213802007190957, 'n_epochs': 200, 'n_factors': 39, 'reg_all': 0.11672127554336331, 'reg_bi': 0, 'reg_bu': 0}",0.010213802007190957,200,39,0.11672127554336331,0,0
0.7332705424651782,0.6985673466963067,0.7421750898226942,0.7246709929947265,0.01881263765779642,194,3.007944345474243,0.00598142923607681,0.14672565460205078,0.009461662229696115,"{'lr_all': 0.10036091803551571, 'n_epochs': 200, 'n_factors': 74, 'reg_all': 0.0952564466917285, 'reg_bi': 0, 'reg_bu': 0}",0.10036091803551571,200,74,0.0952564466917285,0,0
0.7309014888897655,0.6987832564444484,0.7411073448714117,0.7235973634018752,0.018034130644428808,127,4.3039437135060625,0.045758547597899185,0.14502771695454916,0.0040805759340168364,"{'lr_all': 0.015239792078064987, 'n_epochs': 200, 'n_factors': 132, 'reg_all': 0.14001960194194696, 'reg_bi': 0, 'reg_bu': 0}",0.015239792078064987,200,132,0.14001960194194696,0,0
0.8208786892725266,0.7668217652293741,0.8012277513079805,0.796309401936627,0.022340999375674173,818,4.850738048553467,0.023513353007985946,0.1493666172027588,0.0005458000674313887,"{'lr_all': 0.026304376177717723, 'n_epochs': 200, 'n_factors': 157, 'reg_all': 0.018111858274748427, 'reg_bi': 0, 'reg_bu': 0}",0.026304376177717723,200,157,0.018111858274748427,0,0
0.7776355455008321,0.7378736681174284,0.774344185819095,0.7632844664791185,0.018018319699174626,753,9.190441687901815,0.053697057891299096,0.1963366667429606,0.009246208282395814,"{'lr_all': 0.0075654252344838704, 'n_epochs': 200, 'n_factors': 276, 'reg_all': 0.11528501103904615, 'reg_bi': 0, 'reg_bu': 0}",0.0075654252344838704,200,276,0.11528501103904615,0,0
