split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_n_factors,param_cache_ratings,param_n_epochs,param_lr_all,param_reg_all,param_reg_bu,param_reg_bi,param_lr_bu,param_lr_bi
0.696170764424621,0.6678073096129546,0.6809033268345456,0.6921456068180858,0.6842567519225518,0.011022787052055918,72,1.6002724170684814,0.04807301376513618,0.07242769002914429,0.0031503305466428996,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 577, 'lr_all': 0.00263, 'reg_all': 0.00942, 'reg_bu': 0.037, 'reg_bi': 0.004, 'lr_bu': 0.033, 'lr_bi': 0.01}",1,True,577,0.00263,0.00942,0.037,0.004,0.033,0.01
0.6968626832748263,0.6696679273137932,0.6820231504023908,0.697567959561735,0.6865304301381863,0.01154601752526263,136,1.6573927402496338,0.057139003476674485,0.0778505802154541,0.009457406271262984,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 577, 'lr_all': 0.00263, 'reg_all': 0.00942, 'reg_bu': 0.033, 'reg_bi': 0.009000000000000001, 'lr_bu': 0.028, 'lr_bi': 0.034}",1,True,577,0.00263,0.00942,0.033,0.009000000000000001,0.028,0.034
0.6973830334624331,0.6687841677884145,0.6802198323183526,0.6948906329854629,0.6853194166386658,0.01158187428708755,95,1.6444469690322876,0.08936954883667066,0.08275222778320312,0.013491090108477604,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 577, 'lr_all': 0.00263, 'reg_all': 0.00942, 'reg_bu': 0.037, 'reg_bi': 0.005, 'lr_bu': 0.046, 'lr_bi': 0.024}",1,True,577,0.00263,0.00942,0.037,0.005,0.046,0.024
0.7039575879008892,0.6804495647205324,0.682132858765691,0.697591110098471,0.6910327803713958,0.010015929769420557,290,1.644374132156372,0.018361832363699402,0.08385086059570312,0.006398870395469991,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 577, 'lr_all': 0.00263, 'reg_all': 0.00942, 'reg_bu': 0.031, 'reg_bi': 0.037, 'lr_bu': 0.042, 'lr_bi': 0.003}",1,True,577,0.00263,0.00942,0.031,0.037,0.042,0.003
0.7018029371134642,0.6683264934255633,0.672022931412188,0.6882116693803085,0.682591007832881,0.013377692938461416,37,1.6717355847358704,0.04952473556450202,0.08403009176254272,0.004501998273804005,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 577, 'lr_all': 0.00263, 'reg_all': 0.00942, 'reg_bu': 0.02, 'reg_bi': 0.028, 'lr_bu': 0.004, 'lr_bi': 0.001}",1,True,577,0.00263,0.00942,0.02,0.028,0.004,0.001
0.7041362254675755,0.6752528125072977,0.6811909390595469,0.6977424537944428,0.6895806077072157,0.011770237840053984,233,1.6583017110824585,0.06740204502972369,0.07849365472793579,0.014379763578657286,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 577, 'lr_all': 0.00263, 'reg_all': 0.00942, 'reg_bu': 0.033, 'reg_bi': 0.032, 'lr_bu': 0.012, 'lr_bi': 0.008}",1,True,577,0.00263,0.00942,0.033,0.032,0.012,0.008
0.7036371111451462,0.679824433001629,0.6836982279882242,0.6999279284444506,0.6917719251448626,0.010188598811097078,319,1.6886826753616333,0.05998213208050699,0.08498108386993408,0.007093512614175405,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 577, 'lr_all': 0.00263, 'reg_all': 0.00942, 'reg_bu': 0.018000000000000002, 'reg_bi': 0.024, 'lr_bu': 0.033, 'lr_bi': 0.015}",1,True,577,0.00263,0.00942,0.018000000000000002,0.024,0.033,0.015
0.7019187454172726,0.6645917954471245,0.6832770464300578,0.6942868381592012,0.686018606363414,0.014033909432794481,121,1.6633394360542297,0.10491422930867557,0.08006304502487183,0.01074733700393865,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 577, 'lr_all': 0.00263, 'reg_all': 0.00942, 'reg_bu': 0.015, 'reg_bi': 0.034, 'lr_bu': 0.0, 'lr_bi': 0.021}",1,True,577,0.00263,0.00942,0.015,0.034,0.0,0.021
0.7033849888259438,0.6781411675339974,0.6842763772493256,0.6982271122931425,0.6910074114756023,0.01020019063398658,289,1.6809664368629456,0.028769247142854566,0.08625221252441406,0.009148326079669733,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 577, 'lr_all': 0.00263, 'reg_all': 0.00942, 'reg_bu': 0.006, 'reg_bi': 0.02, 'lr_bu': 0.022, 'lr_bi': 0.023}",1,True,577,0.00263,0.00942,0.006,0.02,0.022,0.023
0.6986028659721413,0.67011439400049,0.6825908503723711,0.6968173317638835,0.6870313605272214,0.01157115873852385,148,1.6204031109809875,0.033498990948656576,0.08030301332473755,0.0074999423290568815,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 577, 'lr_all': 0.00263, 'reg_all': 0.00942, 'reg_bu': 0.034, 'reg_bi': 0.01, 'lr_bu': 0.023, 'lr_bi': 0.039}",1,True,577,0.00263,0.00942,0.034,0.01,0.023,0.039
