split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_cache_ratings,param_lr_all,param_n_epochs,param_n_factors,param_reg_bi,param_reg_bu,param_reg_pu,param_reg_qi,param_reg_yj
0.7521485370852162,0.7320082761569355,0.7620367763947735,0.7470521438848224,0.7483114333804369,0.010845357891632715,394,1.000129222869873,0.01590216213126358,0.07586205005645752,0.0015889405488735346,"{'cache_ratings': True, 'lr_all': 0.0025, 'n_epochs': 350, 'n_factors': 1, 'reg_bi': 0.5556003504538753, 'reg_bu': 0.020664442656995963, 'reg_pu': 0.2704374123330724, 'reg_qi': 0.36021854555673266, 'reg_yj': 0.4327065967095701}",True,0.0025,350,1,0.5556003504538753,0.020664442656995963,0.2704374123330724,0.36021854555673266,0.4327065967095701
0.6970560188716813,0.7005099622715706,0.7119967358231892,0.7065559975499052,0.7040296786290866,0.0057200660239460485,261,1.015677273273468,0.015956392603956066,0.07820993661880493,0.006190733151700776,"{'cache_ratings': True, 'lr_all': 0.0025, 'n_epochs': 350, 'n_factors': 1, 'reg_bi': 0.713672270722736, 'reg_bu': 0.14288028244551354, 'reg_pu': 0.23954879164588738, 'reg_qi': -0.015365615581345117, 'reg_yj': 0.528525457697219}",True,0.0025,350,1,0.713672270722736,0.14288028244551354,0.23954879164588738,-0.015365615581345117,0.528525457697219
7.369419071032619,7.40554732807889,7.409341867097796,7.508166456145288,7.423118680588649,0.05151535017008647,475,1.0404860973358154,0.014376292129589326,0.1114313006401062,0.05326297639383434,"{'cache_ratings': True, 'lr_all': 0.0025, 'n_epochs': 350, 'n_factors': 1, 'reg_bi': -0.14066224645088365, 'reg_bu': 0.0349088370657451, 'reg_pu': 0.3131075138801551, 'reg_qi': 0.017710918595102865, 'reg_yj': -0.006407555217616941}",True,0.0025,350,1,-0.14066224645088365,0.0349088370657451,0.3131075138801551,0.017710918595102865,-0.006407555217616941
0.7158830799424104,0.6966633035544317,0.7304021388593962,0.708246256657,0.7127986947533096,0.012252246917937292,309,1.0098018050193787,0.021965576564004184,0.0805545449256897,0.016501493792234565,"{'cache_ratings': True, 'lr_all': 0.0025, 'n_epochs': 350, 'n_factors': 1, 'reg_bi': 0.5897096747281145, 'reg_bu': -0.1121596884836949, 'reg_pu': -0.007802402843315015, 'reg_qi': 0.07214772319289575, 'reg_yj': 0.40214873044280225}",True,0.0025,350,1,0.5897096747281145,-0.1121596884836949,-0.007802402843315015,0.07214772319289575,0.40214873044280225
0.7691618231044833,0.7626436048313394,0.7825240965625653,0.7735996667599674,0.7719822978145887,0.007226888462091572,411,1.0109483003616333,0.004735102934643544,0.08485287427902222,0.01101781884886169,"{'cache_ratings': True, 'lr_all': 0.0025, 'n_epochs': 350, 'n_factors': 1, 'reg_bi': 0.2869201010389411, 'reg_bu': 0.4623480935673787, 'reg_pu': 0.08664992538126115, 'reg_qi': 0.12830461070541016, 'reg_yj': 0.4581580077726417}",True,0.0025,350,1,0.2869201010389411,0.4623480935673787,0.08664992538126115,0.12830461070541016,0.4581580077726417
0.6886098782559851,0.6838136868586433,0.701675938809896,0.6888201998428372,0.6907299259418404,0.006629314005368431,106,1.024854302406311,0.021962777207414252,0.08431720733642578,0.01243368236258684,"{'cache_ratings': True, 'lr_all': 0.0025, 'n_epochs': 350, 'n_factors': 1, 'reg_bi': 0.12199531215959247, 'reg_bu': -0.06383809812730745, 'reg_pu': 0.12691903533179671, 'reg_qi': 0.047748827828073354, 'reg_yj': 0.38481358823783635}",True,0.0025,350,1,0.12199531215959247,-0.06383809812730745,0.12691903533179671,0.047748827828073354,0.38481358823783635
0.7194996030737533,0.710453300352836,0.7347678677448864,0.7266833388801107,0.7228510275128965,0.008967069979048907,353,1.0340799689292908,0.058109273707506404,0.07112175226211548,0.010261979399237262,"{'cache_ratings': True, 'lr_all': 0.0025, 'n_epochs': 350, 'n_factors': 1, 'reg_bi': 0.6134172768935987, 'reg_bu': 0.2617451179476967, 'reg_pu': 0.2419615949964442, 'reg_qi': 0.06034925127660462, 'reg_yj': 0.14428685343083536}",True,0.0025,350,1,0.6134172768935987,0.2617451179476967,0.2419615949964442,0.06034925127660462,0.14428685343083536
1.2292758450995076,1.1475256235766131,1.2838540785328607,1.1479350135688238,1.2021476401944513,0.057737455677333294,447,1.0163028240203857,0.02640985522272324,0.08931612968444824,0.013128049656628405,"{'cache_ratings': True, 'lr_all': 0.0025, 'n_epochs': 350, 'n_factors': 1, 'reg_bi': 0.6829805196910201, 'reg_bu': 0.1378564957460131, 'reg_pu': -0.12469679925259813, 'reg_qi': -0.004532828013674023, 'reg_yj': 0.16568640963898418}",True,0.0025,350,1,0.6829805196910201,0.1378564957460131,-0.12469679925259813,-0.004532828013674023,0.16568640963898418
0.6987398186784456,0.6897583905512794,0.707593914190344,0.6995771415170439,0.6989173162342782,0.006317359941937842,208,1.0253825187683105,0.025608021482896367,0.07948404550552368,0.003313974748019768,"{'cache_ratings': True, 'lr_all': 0.0025, 'n_epochs': 350, 'n_factors': 1, 'reg_bi': 0.5779859920358037, 'reg_bu': 0.11190057980946533, 'reg_pu': 0.2020117413197947, 'reg_qi': 0.04187265690754206, 'reg_yj': 1.0721530089761466}",True,0.0025,350,1,0.5779859920358037,0.11190057980946533,0.2020117413197947,0.04187265690754206,1.0721530089761466
0.7254027786436545,0.7035567163911113,0.731594278163555,0.7214292592501379,0.7204957581121147,0.010429028677563434,343,1.0254384875297546,0.04598039026411172,0.08937227725982666,0.011985371283718158,"{'cache_ratings': True, 'lr_all': 0.0025, 'n_epochs': 350, 'n_factors': 1, 'reg_bi': 0.26622394411942424, 'reg_bu': 0.18289312370725408, 'reg_pu': 0.3001284739899376, 'reg_qi': 0.11503894178748383, 'reg_yj': 0.5647541590884224}",True,0.0025,350,1,0.26622394411942424,0.18289312370725408,0.3001284739899376,0.11503894178748383,0.5647541590884224
7.369419071032619,7.40554732807889,7.409341867097796,7.508166456145288,7.423118680588649,0.05151535017008647,489,1.0034382939338684,0.011452248812114244,0.07805401086807251,0.005950911222181944,"{'cache_ratings': True, 'lr_all': 0.0025, 'n_epochs': 350, 'n_factors': 1, 'reg_bi': -0.2594641632113428, 'reg_bu': 0.01708503034887454, 'reg_pu': 0.10527159508238781, 'reg_qi': 0.0809905376277493, 'reg_yj': 0.7587062927301643}",True,0.0025,350,1,-0.2594641632113428,0.01708503034887454,0.10527159508238781,0.0809905376277493,0.7587062927301643
