split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,split4_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_cache_ratings,param_lr_bi,param_lr_bu,param_lr_pu,param_lr_qi,param_lr_yj,param_n_epochs,param_n_factors,param_reg_bi,param_reg_bu,param_reg_pu,param_reg_qi,param_reg_yj
0.6652635026122117,0.6520630114721279,0.6746833389554387,0.6493164843260781,0.6721448827828305,0.6626942440297373,0.01031156263643282,53,3.9654865741729735,0.09342835067092856,0.08816771507263184,0.0068134996993791195,"{'cache_ratings': True, 'lr_bi': 0.024397437839180292, 'lr_bu': 4.6226354143545755e-05, 'lr_pu': 0.0033106792546350565, 'lr_qi': 0.001037800158603138, 'lr_yj': 0.0015750423573752791, 'n_epochs': 531, 'n_factors': 1, 'reg_bi': -0.00027, 'reg_bu': 0.00138, 'reg_pu': 2e-05, 'reg_qi': 0.00293, 'reg_yj': 0.00016986}",True,0.024397437839180292,4.6226354143545755e-05,0.0033106792546350565,0.001037800158603138,0.0015750423573752791,531,1,-0.00027,0.00138,2e-05,0.00293,0.00016986
0.6646516307631014,0.6522613604618336,0.6753230962863371,0.6502104771685915,0.6735859056131493,0.6632064940586025,0.010443419538781978,319,3.988791799545288,0.17937506092375693,0.08704218864440919,0.014315220604695027,"{'cache_ratings': True, 'lr_bi': 0.021700934760719666, 'lr_bu': 4.4880534244760434e-05, 'lr_pu': 0.004761981441333435, 'lr_qi': 0.0009829587651023859, 'lr_yj': 0.001224112197718971, 'n_epochs': 531, 'n_factors': 1, 'reg_bi': -0.00027, 'reg_bu': 0.00138, 'reg_pu': 2e-05, 'reg_qi': 0.00293, 'reg_yj': 0.00016986}",True,0.021700934760719666,4.4880534244760434e-05,0.004761981441333435,0.0009829587651023859,0.001224112197718971,531,1,-0.00027,0.00138,2e-05,0.00293,0.00016986
0.6653142874318428,0.653301527784093,0.6742529566659061,0.6498899132589482,0.6715930193214995,0.6628703408924579,0.009712627053082911,131,3.966670560836792,0.10083966833086347,0.10109310150146485,0.00953724044027847,"{'cache_ratings': True, 'lr_bi': 0.023872169354828252, 'lr_bu': 4.527340998727183e-05, 'lr_pu': 0.0049844277039943225, 'lr_qi': 0.0010139088019513274, 'lr_yj': 0.003261678317298093, 'n_epochs': 531, 'n_factors': 1, 'reg_bi': -0.00027, 'reg_bu': 0.00138, 'reg_pu': 2e-05, 'reg_qi': 0.00293, 'reg_yj': 0.00016986}",True,0.023872169354828252,4.527340998727183e-05,0.0049844277039943225,0.0010139088019513274,0.003261678317298093,531,1,-0.00027,0.00138,2e-05,0.00293,0.00016986
0.6653138375370357,0.6531445002490577,0.6739907904989795,0.6497698148811804,0.670835378675249,0.6626108643683004,0.009580772618579042,29,3.898889589309692,0.13480750937414973,0.08530263900756836,0.012691282029577906,"{'cache_ratings': True, 'lr_bi': 0.021220260745296603, 'lr_bu': 4.218301657376366e-05, 'lr_pu': 0.0036386186423109307, 'lr_qi': 0.000900033734124361, 'lr_yj': 0.0024036347989786727, 'n_epochs': 531, 'n_factors': 1, 'reg_bi': -0.00027, 'reg_bu': 0.00138, 'reg_pu': 2e-05, 'reg_qi': 0.00293, 'reg_yj': 0.00016986}",True,0.021220260745296603,4.218301657376366e-05,0.0036386186423109307,0.000900033734124361,0.0024036347989786727,531,1,-0.00027,0.00138,2e-05,0.00293,0.00016986
0.6651161915412213,0.6526577852421931,0.6741007494496,0.6499787013540602,0.6715540981792851,0.662681505153272,0.009766124413800698,47,4.131907749176025,0.053750039289847104,0.09322004318237305,0.0051600402739327535,"{'cache_ratings': True, 'lr_bi': 0.02239442255150517, 'lr_bu': 4.3149593018899004e-05, 'lr_pu': 0.0035539651197469954, 'lr_qi': 0.0010928840379511545, 'lr_yj': 0.0009445587630603946, 'n_epochs': 531, 'n_factors': 1, 'reg_bi': -0.00027, 'reg_bu': 0.00138, 'reg_pu': 2e-05, 'reg_qi': 0.00293, 'reg_yj': 0.00016986}",True,0.02239442255150517,4.3149593018899004e-05,0.0035539651197469954,0.0010928840379511545,0.0009445587630603946,531,1,-0.00027,0.00138,2e-05,0.00293,0.00016986
0.6680439239929556,0.6581442806721124,0.6770629354239167,0.6481617521499776,0.6703410120767858,0.6643507808631497,0.010116583860613605,454,3.925830125808716,0.08556494626653943,0.08248696327209473,0.005888845353406638,"{'cache_ratings': True, 'lr_bi': 0.023491883174325993, 'lr_bu': 5.037417393742184e-05, 'lr_pu': 0.0008136978817560691, 'lr_qi': 0.0009418032506305848, 'lr_yj': 0.0016538058265746908, 'n_epochs': 531, 'n_factors': 1, 'reg_bi': -0.00027, 'reg_bu': 0.00138, 'reg_pu': 2e-05, 'reg_qi': 0.00293, 'reg_yj': 0.00016986}",True,0.023491883174325993,5.037417393742184e-05,0.0008136978817560691,0.0009418032506305848,0.0016538058265746908,531,1,-0.00027,0.00138,2e-05,0.00293,0.00016986
0.6648137401808634,0.6524883007427216,0.6748763639137109,0.6492149006636089,0.6732301038540575,0.6629246818709924,0.010483216290873962,162,3.9738577365875245,0.1134030483315562,0.08715472221374512,0.012885005500258168,"{'cache_ratings': True, 'lr_bi': 0.01926714149555321, 'lr_bu': 4.086616329692005e-05, 'lr_pu': 0.003576963431785617, 'lr_qi': 0.001017817446996458, 'lr_yj': 0.001493453352317283, 'n_epochs': 531, 'n_factors': 1, 'reg_bi': -0.00027, 'reg_bu': 0.00138, 'reg_pu': 2e-05, 'reg_qi': 0.00293, 'reg_yj': 0.00016986}",True,0.01926714149555321,4.086616329692005e-05,0.003576963431785617,0.001017817446996458,0.001493453352317283,531,1,-0.00027,0.00138,2e-05,0.00293,0.00016986
0.6641590503712096,0.6530258994379,0.6747214220590002,0.6498892735918276,0.6724529247638232,0.662849714044752,0.009993536101599169,120,4.059708881378174,0.10963567815648281,0.0891580581665039,0.013700554453851356,"{'cache_ratings': True, 'lr_bi': 0.0233593564745053, 'lr_bu': 5.041232317564169e-05, 'lr_pu': 0.003963179604220005, 'lr_qi': 0.0011058094827294846, 'lr_yj': 0.0021865155370168693, 'n_epochs': 531, 'n_factors': 1, 'reg_bi': -0.00027, 'reg_bu': 0.00138, 'reg_pu': 2e-05, 'reg_qi': 0.00293, 'reg_yj': 0.00016986}",True,0.0233593564745053,5.041232317564169e-05,0.003963179604220005,0.0011058094827294846,0.0021865155370168693,531,1,-0.00027,0.00138,2e-05,0.00293,0.00016986
0.6647229216653109,0.6521315918557072,0.674937750309505,0.6497666983648805,0.6725443322517776,0.6628206588894362,0.010292272550185392,99,4.1551100730896,0.20942907561985297,0.10102105140686035,0.022845623693465933,"{'cache_ratings': True, 'lr_bi': 0.0215899498731894, 'lr_bu': 3.984774182538782e-05, 'lr_pu': 0.0033832392029284203, 'lr_qi': 0.0010801790600609654, 'lr_yj': 0.00133509082385943, 'n_epochs': 531, 'n_factors': 1, 'reg_bi': -0.00027, 'reg_bu': 0.00138, 'reg_pu': 2e-05, 'reg_qi': 0.00293, 'reg_yj': 0.00016986}",True,0.0215899498731894,3.984774182538782e-05,0.0033832392029284203,0.0010801790600609654,0.00133509082385943,531,1,-0.00027,0.00138,2e-05,0.00293,0.00016986
7.421560211080788,7.402568913468862,7.4737282694829394,7.4432999091027225,7.374907856051899,7.423213031837443,0.03381589365961901,499,4.194794845581055,0.08571321762088732,0.0911527156829834,0.005622618231449198,"{'cache_ratings': True, 'lr_bi': 0.020308570061649423, 'lr_bu': 4.282285891886902e-05, 'lr_pu': -1.147640765067096, 'lr_qi': 0.0010111930071101068, 'lr_yj': 0.0012891268734248654, 'n_epochs': 531, 'n_factors': 1, 'reg_bi': -0.00027, 'reg_bu': 0.00138, 'reg_pu': 2e-05, 'reg_qi': 0.00293, 'reg_yj': 0.00016986}",True,0.020308570061649423,4.282285891886902e-05,-1.147640765067096,0.0010111930071101068,0.0012891268734248654,531,1,-0.00027,0.00138,2e-05,0.00293,0.00016986
