split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_n_factors,param_cache_ratings,param_n_epochs,param_lr_all,param_reg_all,param_reg_bu,param_reg_bi
0.6865622486265289,0.6666432012930855,0.6712943797847758,0.6806156147271973,0.6762788611078969,0.007782134747936879,178,1.724215567111969,0.048743013964766005,0.08105021715164185,0.004914453895063743,"{'n_factors': 1, 'cache_ratings': 'True', 'n_epochs': 567, 'lr_all': 0.0022500000000000003, 'reg_all': 0.0001, 'reg_bu': 0, 'reg_bi': 0}",1,True,567,0.0022500000000000003,0.0001,0,0
0.6874449697221602,0.6666453794213865,0.675993697988591,0.6800120881016346,0.6775240338084431,0.007505038850074313,197,1.7382804155349731,0.061249572595856505,0.08275330066680908,0.010146348358909256,"{'n_factors': 1, 'cache_ratings': 'True', 'n_epochs': 567, 'lr_all': 0.0022500000000000003, 'reg_all': 0.00015000000000000001, 'reg_bu': 0, 'reg_bi': 0}",1,True,567,0.0022500000000000003,0.00015000000000000001,0,0
0.6866868168806348,0.6670653648672008,0.6735995724252333,0.6799721011563876,0.6768309638323641,0.00729406259522014,187,1.6448370814323425,0.052803526365117516,0.07468181848526001,0.01055853719130021,"{'n_factors': 1, 'cache_ratings': 'True', 'n_epochs': 567, 'lr_all': 0.0022500000000000003, 'reg_all': 0.00020000000000000004, 'reg_bu': 0, 'reg_bi': 0}",1,True,567,0.0022500000000000003,0.00020000000000000004,0,0
0.6877382200637229,0.66587014648256,0.6756492288100832,0.6795763484087324,0.6772084859412747,0.007865610240732464,193,1.667389988899231,0.04995366166390337,0.08522993326187134,0.006197248636268499,"{'n_factors': 1, 'cache_ratings': 'True', 'n_epochs': 567, 'lr_all': 0.0022500000000000003, 'reg_all': 0.00025, 'reg_bu': 0, 'reg_bi': 0}",1,True,567,0.0022500000000000003,0.00025,0,0
0.687301286296809,0.6669971863566271,0.67001307140635,0.6802830658634782,0.676148652480816,0.008106622329859224,170,1.6261394619941711,0.02217917255837084,0.11012828350067139,0.06721509297659156,"{'n_factors': 1, 'cache_ratings': 'True', 'n_epochs': 567, 'lr_all': 0.0022500000000000003, 'reg_all': 0.00030000000000000003, 'reg_bu': 0, 'reg_bi': 0}",1,True,567,0.0022500000000000003,0.00030000000000000003,0,0
0.6873785351225711,0.666665363527367,0.6754787372714053,0.6810571219536316,0.6776449394687437,0.007609687797055037,198,1.60459965467453,0.02028796717086795,0.07648909091949463,0.009787324056337776,"{'n_factors': 1, 'cache_ratings': 'True', 'n_epochs': 567, 'lr_all': 0.0022500000000000003, 'reg_all': 0.00035000000000000005, 'reg_bu': 0, 'reg_bi': 0}",1,True,567,0.0022500000000000003,0.00035000000000000005,0,0
0.687711049292357,0.6663305918069927,0.6762373469644779,0.6797430332975636,0.6775055053403478,0.007675392121252929,196,1.62399822473526,0.017380252181958336,0.07746481895446777,0.01711768139371537,"{'n_factors': 1, 'cache_ratings': 'True', 'n_epochs': 567, 'lr_all': 0.0022500000000000003, 'reg_all': 0.0004000000000000001, 'reg_bu': 0, 'reg_bi': 0}",1,True,567,0.0022500000000000003,0.0004000000000000001,0,0
0.6873017808312061,0.6668720347304159,0.671377478416748,0.6799353062906589,0.6763716500672573,0.007863711690708016,183,1.6652305126190186,0.02853825299953261,0.07334142923355103,0.005995777490497636,"{'n_factors': 1, 'cache_ratings': 'True', 'n_epochs': 567, 'lr_all': 0.0022500000000000003, 'reg_all': 0.0004500000000000001, 'reg_bu': 0, 'reg_bi': 0}",1,True,567,0.0022500000000000003,0.0004500000000000001,0,0
0.6872835030740049,0.6666389022922629,0.6750945688051277,0.6809780761230921,0.677498762573622,0.007608605037102199,195,1.6975719332695007,0.05559259423214299,0.0849616527557373,0.007199015740076005,"{'n_factors': 1, 'cache_ratings': 'True', 'n_epochs': 567, 'lr_all': 0.0022500000000000003, 'reg_all': 0.0005000000000000001, 'reg_bu': 0, 'reg_bi': 0}",1,True,567,0.0022500000000000003,0.0005000000000000001,0,0
0.6866425295771162,0.6663711906674257,0.6750341618674697,0.6804268826878714,0.6771186911999708,0.007441465893722184,192,1.6561703085899353,0.09875030176684081,0.08849841356277466,0.009670521996246455,"{'n_factors': 1, 'cache_ratings': 'True', 'n_epochs': 567, 'lr_all': 0.0022500000000000003, 'reg_all': 0.0005500000000000001, 'reg_bu': 0, 'reg_bi': 0}",1,True,567,0.0022500000000000003,0.0005500000000000001,0,0
0.6862926451158237,0.6659244020494676,0.6721884805242088,0.6815585591360361,0.676491021706384,0.007935947779875564,184,1.6188045740127563,0.05303441111661363,0.07801830768585205,0.01168777966449672,"{'n_factors': 1, 'cache_ratings': 'True', 'n_epochs': 567, 'lr_all': 0.0022500000000000003, 'reg_all': 0.0006000000000000001, 'reg_bu': 0, 'reg_bi': 0}",1,True,567,0.0022500000000000003,0.0006000000000000001,0,0
0.6876052822575509,0.6658977917632457,0.6752201834324925,0.6804570015172816,0.6772950647426427,0.00791361790190867,194,1.7232733368873596,0.10837763664167822,0.06853920221328735,0.00656241587411602,"{'n_factors': 1, 'cache_ratings': 'True', 'n_epochs': 567, 'lr_all': 0.0022500000000000003, 'reg_all': 0.0006500000000000001, 'reg_bu': 0, 'reg_bi': 0}",1,True,567,0.0022500000000000003,0.0006500000000000001,0,0
