split0_test_rmse,split1_test_rmse,split2_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_n_factors,param_n_epochs,param_lr_all,param_reg_all,param_reg_bu,param_reg_bi
0.7066155406916694,0.6902378065948217,0.680462859590597,0.6924387356256961,0.010789616880526275,1,0.9620507558186849,0.0039027967269581205,0.11271166801452637,0.001655949418396739,"{'n_factors': 1, 'n_epochs': 200, 'lr_all': 0.03981071705535002, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",1,200,0.03981071705535002,0.10000000000000082,0,0
0.7360992433633423,0.7139311918583673,0.7014034143335982,0.717144616518436,0.014345608190889212,2,0.9830436706542969,0.004595796139211245,0.10630957285563152,0.0021651458449318357,"{'n_factors': 2, 'n_epochs': 200, 'lr_all': 0.03981071705535002, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",2,200,0.03981071705535002,0.10000000000000082,0,0
0.7408770865794618,0.7174122291426996,0.7195665125318874,0.7259519427513497,0.010590252529176988,188,1.0995444456736247,0.1395027440531394,0.12282268206278484,0.028708664881138376,"{'n_factors': 3, 'n_epochs': 200, 'lr_all': 0.03981071705535002, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",3,200,0.03981071705535002,0.10000000000000082,0,0
0.7558604348443633,0.7322150117400077,0.725596995101524,0.7378908138952983,0.012990509198298514,199,1.2804430325826008,0.003715326242785186,0.17091965675354004,0.004662407778730296,"{'n_factors': 4, 'n_epochs': 200, 'lr_all': 0.03981071705535002, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",4,200,0.03981071705535002,0.10000000000000082,0,0
0.7582364774338565,0.7269287264892141,0.72486442395364,0.7366765426255703,0.015268451743006107,196,1.3729843298594158,0.006905658926912117,0.1656045118967692,0.01383715570984419,"{'n_factors': 5, 'n_epochs': 200, 'lr_all': 0.03981071705535002, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",5,200,0.03981071705535002,0.10000000000000082,0,0
0.7462665110694273,0.7374332064744061,0.7272496267552585,0.7369831147663639,0.007770131237152356,198,1.2378959655761719,0.0867529005427828,0.1541720231374105,0.017229679648028486,"{'n_factors': 6, 'n_epochs': 200, 'lr_all': 0.03981071705535002, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",6,200,0.03981071705535002,0.10000000000000082,0,0
0.7533007453557852,0.7330672895454338,0.721366340265703,0.735911458388974,0.013191374187255602,195,1.2190120220184326,0.006990835049546385,0.15146557490030924,0.015937733071704045,"{'n_factors': 7, 'n_epochs': 200, 'lr_all': 0.03981071705535002, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",7,200,0.03981071705535002,0.10000000000000082,0,0
0.7563100121308647,0.7281375988563944,0.725814785794542,0.7367541322606003,0.01386057221654853,197,1.2102301915486653,0.028166190405421045,0.11262448628743489,0.0035347264214368145,"{'n_factors': 8, 'n_epochs': 200, 'lr_all': 0.03981071705535002, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",8,200,0.03981071705535002,0.10000000000000082,0,0
0.7492271878165152,0.7239771397976318,0.7237017583793491,0.7323020286644987,0.01196842284157774,194,1.3177969455718994,0.003713167605013625,0.12730669975280762,0.00888673261441437,"{'n_factors': 9, 'n_epochs': 200, 'lr_all': 0.03981071705535002, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",9,200,0.03981071705535002,0.10000000000000082,0,0
0.7506226312656895,0.7253200121922271,0.7165015932412693,0.7308147455663953,0.014461566999139048,192,1.3043190638224285,0.014049571255018128,0.13741779327392578,0.014990934275838743,"{'n_factors': 10, 'n_epochs': 200, 'lr_all': 0.03981071705535002, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",10,200,0.03981071705535002,0.10000000000000082,0,0
0.7456116241258947,0.7253411775275805,0.7255935625573287,0.7321821214036013,0.009496651412537442,193,1.3460553487141926,0.015084316433333939,0.14873377482096353,0.028080901302514616,"{'n_factors': 11, 'n_epochs': 200, 'lr_all': 0.03981071705535002, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",11,200,0.03981071705535002,0.10000000000000082,0,0
0.7459824321735907,0.7241810442732829,0.7144302070972198,0.7281978945146977,0.01319057848652991,191,1.311559756596883,0.008070601322615958,0.10825594266255696,0.002481805288617662,"{'n_factors': 12, 'n_epochs': 200, 'lr_all': 0.03981071705535002, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",12,200,0.03981071705535002,0.10000000000000082,0,0
0.7418945511486861,0.7228000964393776,0.7161886108238595,0.7269610861373078,0.010899058627410483,189,1.3141797383626301,0.03921492814460112,0.277924378712972,0.010324792404759071,"{'n_factors': 13, 'n_epochs': 200, 'lr_all': 0.03981071705535002, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",13,200,0.03981071705535002,0.10000000000000082,0,0
0.7422613676741909,0.7231138891068079,0.7161601852412416,0.7271784806740801,0.011036563763420857,190,1.514779806137085,0.0947837806104937,0.1657716433207194,0.06400394087566083,"{'n_factors': 14, 'n_epochs': 200, 'lr_all': 0.03981071705535002, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",14,200,0.03981071705535002,0.10000000000000082,0,0
0.7409202225467699,0.720537755921372,0.713273802324211,0.724910593597451,0.011702490327179094,187,1.5519957542419434,0.08841475513967201,0.11980772018432617,0.011156698835612511,"{'n_factors': 15, 'n_epochs': 200, 'lr_all': 0.03981071705535002, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",15,200,0.03981071705535002,0.10000000000000082,0,0
0.7388632103507573,0.7179585037569937,0.7134262271775736,0.7234159804284416,0.01107844955917435,186,1.3970680236816406,0.03407012363549533,0.11680356661478679,0.004062255532217028,"{'n_factors': 16, 'n_epochs': 200, 'lr_all': 0.03981071705535002, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",16,200,0.03981071705535002,0.10000000000000082,0,0
0.738267201903769,0.7168413440088934,0.7068012223174788,0.7206365894100472,0.013123258832379569,181,1.284751256306966,0.009290365175462813,0.10892168680826823,0.001532780730759958,"{'n_factors': 17, 'n_epochs': 200, 'lr_all': 0.03981071705535002, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",17,200,0.03981071705535002,0.10000000000000082,0,0
0.742214305375511,0.7151537589397647,0.7110046292850446,0.7227908978667735,0.013838482302641474,185,1.273358662923177,0.01727857521128183,0.12133288383483887,0.003025300599784301,"{'n_factors': 18, 'n_epochs': 200, 'lr_all': 0.03981071705535002, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",18,200,0.03981071705535002,0.10000000000000082,0,0
0.7353846278211805,0.7189266440005208,0.708448441142709,0.7209199043214701,0.01108660913669189,182,1.3396163781483967,0.02160657136719817,0.13663498560587564,0.014890290924353889,"{'n_factors': 19, 'n_epochs': 200, 'lr_all': 0.03981071705535002, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",19,200,0.03981071705535002,0.10000000000000082,0,0
0.7418373808390085,0.7152740973245815,0.7108106675484622,0.7226407152373507,0.013695851659243157,184,1.3639849026997883,0.02716418892091116,0.11651126543680827,0.005534396100248228,"{'n_factors': 20, 'n_epochs': 200, 'lr_all': 0.03981071705535002, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",20,200,0.03981071705535002,0.10000000000000082,0,0
0.7413608358572051,0.7145927758762031,0.7074597491904207,0.7211377869746096,0.01459335001535304,183,1.4058043162027996,0.018728487281780924,0.11441365877787273,0.007413995236518184,"{'n_factors': 21, 'n_epochs': 200, 'lr_all': 0.03981071705535002, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",21,200,0.03981071705535002,0.10000000000000082,0,0
0.7367666003030198,0.7134731178722241,0.7103735134630532,0.7202044105460991,0.01177940247583398,179,1.3804932435353596,0.017739629115934546,0.1097572644551595,0.0011611455319910674,"{'n_factors': 22, 'n_epochs': 200, 'lr_all': 0.03981071705535002, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",22,200,0.03981071705535002,0.10000000000000082,0,0
0.7367532456934234,0.7155276495718775,0.7086482065792482,0.7203097006148497,0.011961725489675322,180,1.4036547342936199,0.011251331045853217,0.11674229303995769,0.0016582519953272541,"{'n_factors': 23, 'n_epochs': 200, 'lr_all': 0.03981071705535002, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",23,200,0.03981071705535002,0.10000000000000082,0,0
