split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_cache_ratings,param_lr_all,param_lr_bi,param_lr_bu,param_n_epochs,param_n_factors,param_reg_all,param_reg_bi,param_reg_bu
0.7009066768080952,0.661349837418579,0.6999461332620092,0.6961459395355313,0.6895871467560536,0.016399723803878528,471,1.797863483428955,0.07492891665978299,0.07863831520080566,0.004055189089794111,"{'cache_ratings': True, 'lr_all': 0.00263, 'lr_bi': 0.024034446574430095, 'lr_bu': 0.04248001798157693, 'n_epochs': 577, 'n_factors': 1, 'reg_all': 0.00942, 'reg_bi': 0.016182112099763807, 'reg_bu': 0.0038802785354841076}",True,0.00263,0.024034446574430095,0.04248001798157693,577,1,0.00942,0.016182112099763807,0.0038802785354841076
0.6921201170716634,0.6580987189888972,0.6894881159758973,0.691010648867672,0.6826794002260325,0.014222388501341075,343,1.7145527601242065,0.07734884534770496,0.08798933029174805,0.005796692031348362,"{'cache_ratings': True, 'lr_all': 0.00263, 'lr_bi': 0.009826660290632502, 'lr_bu': 0.02074109739872323, 'n_epochs': 577, 'n_factors': 1, 'reg_all': 0.00942, 'reg_bi': 0.007326443325596451, 'reg_bu': 0.03483222992889777}",True,0.00263,0.009826660290632502,0.02074109739872323,577,1,0.00942,0.007326443325596451,0.03483222992889777
0.6879020397324984,0.6529382383353872,0.6838285189922974,0.6890261318387438,0.6784237322247317,0.014840580426432612,164,1.749374508857727,0.07737123266889591,0.09324902296066284,0.007126662783236649,"{'cache_ratings': True, 'lr_all': 0.00263, 'lr_bi': 0.021038525024297188, 'lr_bu': 0.007141680807426279, 'n_epochs': 577, 'n_factors': 1, 'reg_all': 0.00942, 'reg_bi': 0.0023542852091458146, 'reg_bu': 0.024543608429625163}",True,0.00263,0.021038525024297188,0.007141680807426279,577,1,0.00942,0.0023542852091458146,0.024543608429625163
0.686645274361106,0.6528964648409373,0.6829159069003198,0.6875104882792427,0.6774920335954013,0.014304821344135278,114,1.7406631708145142,0.1188422263049032,0.07975262403488159,0.007024225965549551,"{'cache_ratings': True, 'lr_all': 0.00263, 'lr_bi': 0.026068885731389442, 'lr_bu': 0.007147307463198754, 'n_epochs': 577, 'n_factors': 1, 'reg_all': 0.00942, 'reg_bi': 0.00114648029787308, 'reg_bu': 0.014656057241339235}",True,0.00263,0.026068885731389442,0.007147307463198754,577,1,0.00942,0.00114648029787308,0.014656057241339235
0.6975810877463268,0.6600363042977719,0.6942882942521201,0.6943502674947041,0.6865639884477308,0.015373561273109106,428,1.7689544558525085,0.08355704449096167,0.07658898830413818,0.01316604144411777,"{'cache_ratings': True, 'lr_all': 0.00263, 'lr_bi': 0.01172709724790467, 'lr_bu': 0.01353731557507713, 'n_epochs': 577, 'n_factors': 1, 'reg_all': 0.00942, 'reg_bi': 0.031034025934181683, 'reg_bu': 0.0332062733222864}",True,0.00263,0.01172709724790467,0.01353731557507713,577,1,0.00942,0.031034025934181683,0.0332062733222864
0.6842326505550868,0.6514211865437955,0.6792981192066757,0.6836914013510734,0.6746608394141579,0.013553195627075486,29,1.777301549911499,0.10564238353150625,0.08567428588867188,0.005029451524952138,"{'cache_ratings': True, 'lr_all': 0.00263, 'lr_bi': 0.012644927685470013, 'lr_bu': 0.0019167588048857648, 'n_epochs': 577, 'n_factors': 1, 'reg_all': 0.00942, 'reg_bi': 0.00014918707001428471, 'reg_bu': 0.0037058893173601472}",True,0.00263,0.012644927685470013,0.0019167588048857648,577,1,0.00942,0.00014918707001428471,0.0037058893173601472
0.686072243324295,0.654001699475528,0.6852489358937631,0.6878079347614343,0.6782827033637551,0.014049043663702012,155,1.7091980576515198,0.01163592672225528,0.08109956979751587,0.015604722188915118,"{'cache_ratings': True, 'lr_all': 0.00263, 'lr_bi': 0.029455294617535564, 'lr_bu': 0.01967123339081502, 'n_epochs': 577, 'n_factors': 1, 'reg_all': 0.00942, 'reg_bi': 0.0005785404748779022, 'reg_bu': 0.007601040068614449}",True,0.00263,0.029455294617535564,0.01967123339081502,577,1,0.00942,0.0005785404748779022,0.007601040068614449
0.6911681481867693,0.6578877534004731,0.6898234553469937,0.6913115247433012,0.6825477204193844,0.014249266062075173,333,1.6824081540107727,0.09703197077451439,0.06947880983352661,0.00876762754610489,"{'cache_ratings': True, 'lr_all': 0.00263, 'lr_bi': 0.029617136935232602, 'lr_bu': 0.043029565504664094, 'n_epochs': 577, 'n_factors': 1, 'reg_all': 0.00942, 'reg_bi': 0.0023541943864275588, 'reg_bu': 0.01433558412240924}",True,0.00263,0.029617136935232602,0.043029565504664094,577,1,0.00942,0.0023541943864275588,0.01433558412240924
0.6926113499309977,0.6565443268027286,0.6849217897397927,0.6908455596237149,0.6812307565243084,0.0145344924535142,296,1.8185980916023254,0.06630081298005565,0.09190672636032104,0.02759234023945822,"{'cache_ratings': True, 'lr_all': 0.00263, 'lr_bi': 0.02261108501761633, 'lr_bu': 0.005632616436410626, 'n_epochs': 577, 'n_factors': 1, 'reg_all': 0.00942, 'reg_bi': 0.008597897730532343, 'reg_bu': 0.040986125621804974}",True,0.00263,0.02261108501761633,0.005632616436410626,577,1,0.00942,0.008597897730532343,0.040986125621804974
0.6946748232448872,0.6584667160886701,0.6919191688025249,0.6918611905556512,0.6842304746729333,0.014918105742535213,375,1.688799798488617,0.07008965434253409,0.08481574058532715,0.007494024071286684,"{'cache_ratings': True, 'lr_all': 0.00263, 'lr_bi': 0.012393028147220136, 'lr_bu': 0.04251050706638957, 'n_epochs': 577, 'n_factors': 1, 'reg_all': 0.00942, 'reg_bi': 0.00830191046249603, 'reg_bu': 0.021188101782326395}",True,0.00263,0.012393028147220136,0.04251050706638957,577,1,0.00942,0.00830191046249603,0.021188101782326395
