split0_test_rmse,split1_test_rmse,split2_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_lr_all,param_n_epochs,param_n_factors,param_reg_all,param_reg_bi,param_reg_bu
0.7091682219335004,0.7177877374324193,0.730365200039028,0.7191070531349825,0.008703769897533957,515,13.172988653182983,0.029307224525501406,0.7409553527832031,0.055936617234197406,"{'lr_all': 0.05195594391457228, 'n_epochs': 200, 'n_factors': 60, 'reg_all': 0.1484010996429548, 'reg_bi': 0, 'reg_bu': 0}",0.05195594391457228,200,60,0.1484010996429548,0,0
0.7103832159848645,0.716847419639361,0.730058324991091,0.7190963202051055,0.0081882291092225,512,58.31243268648783,0.13594443810154902,0.8069126605987549,0.02247574897663819,"{'lr_all': 0.03488606681307968, 'n_epochs': 200, 'n_factors': 443, 'reg_all': 0.15680122358719453, 'reg_bi': 0, 'reg_bu': 0}",0.03488606681307968,200,443,0.15680122358719453,0,0
0.7092595789192496,0.7164904993396537,0.728920533619638,0.718223537292847,0.008119558704884072,110,15.829403400421143,0.1382878658825404,0.7362050215403239,0.04705235304761721,"{'lr_all': 0.030950810038588406, 'n_epochs': 200, 'n_factors': 82, 'reg_all': 0.15310364940126306, 'reg_bi': 0, 'reg_bu': 0}",0.030950810038588406,200,82,0.15310364940126306,0,0
0.7091715971948668,0.7171250107825049,0.7295440764662146,0.7186135614811954,0.008383369064296394,308,9.288160959879557,0.03753286678323546,0.6778829097747803,0.055426821795972844,"{'lr_all': 0.033150517403481655, 'n_epochs': 200, 'n_factors': 23, 'reg_all': 0.13512875233856186, 'reg_bi': 0, 'reg_bu': 0}",0.033150517403481655,200,23,0.13512875233856186,0,0
0.7096399159916729,0.7205553573163567,0.7335279967763096,0.721241090028113,0.009764315060713433,911,15.397748311360678,0.34769273783838356,0.9221420288085938,0.19043196920793215,"{'lr_all': 0.03555237573482217, 'n_epochs': 200, 'n_factors': 77, 'reg_all': 0.0932069221181914, 'reg_bi': 0, 'reg_bu': 0}",0.03555237573482217,200,77,0.0932069221181914,0,0
0.7096669496988189,0.7173748325410975,0.7300122612088968,0.7190180144829377,0.008386813470403785,476,18.027657985687256,0.29438436242511556,0.7477993965148926,0.10548298218089242,"{'lr_all': 0.03982834718421821, 'n_epochs': 200, 'n_factors': 78, 'reg_all': 0.1365678879976901, 'reg_bi': 0, 'reg_bu': 0}",0.03982834718421821,200,78,0.1365678879976901,0,0
0.7095469090089528,0.7171833664559774,0.7296283872938526,0.7187862209195942,0.008276202806858474,381,32.66496833165487,0.9742564817774857,0.7223769823710123,0.03255654944028732,"{'lr_all': 0.04366522236319703, 'n_epochs': 200, 'n_factors': 207, 'reg_all': 0.152243362625969, 'reg_bi': 0, 'reg_bu': 0}",0.04366522236319703,200,207,0.152243362625969,0,0
0.7093739980248364,0.7189236558425054,0.7310173524657247,0.7197716687776888,0.008856185872679034,727,18.463725407918293,0.20593589795467254,0.8029220104217529,0.03895500119943121,"{'lr_all': 0.05914276817734418, 'n_epochs': 200, 'n_factors': 98, 'reg_all': 0.13115909158890562, 'reg_bi': 0, 'reg_bu': 0}",0.05914276817734418,200,98,0.13115909158890562,0,0
0.7094339180678136,0.7209570463051138,0.7323751688230753,0.7209220443986676,0.009365759104455603,887,11.585842768351236,0.08194074880134161,0.8558343251546224,0.0664951117920565,"{'lr_all': 0.05074607620798699, 'n_epochs': 200, 'n_factors': 37, 'reg_all': 0.09987253664396105, 'reg_bi': 0, 'reg_bu': 0}",0.05074607620798699,200,37,0.09987253664396105,0,0
0.7102248896586364,0.7160808422949034,0.7286241202318549,0.7183099507284648,0.007675051128083572,149,12.843995889027914,0.07408474429292837,0.7239527702331543,0.017072540197885577,"{'lr_all': 0.028004525957955773, 'n_epochs': 200, 'n_factors': 43, 'reg_all': 0.18313416741446747, 'reg_bi': 0, 'reg_bu': 0}",0.028004525957955773,200,43,0.18313416741446747,0,0
0.7095126832334767,0.7186120209576725,0.7305236659961171,0.7195494567290889,0.008603272188810511,668,15.706717093785604,0.25516579462651506,0.7240766684214274,0.06967587533241533,"{'lr_all': 0.05276994022730336, 'n_epochs': 200, 'n_factors': 70, 'reg_all': 0.1305248800931338, 'reg_bi': 0, 'reg_bu': 0}",0.05276994022730336,200,70,0.1305248800931338,0,0
