split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_lr_all,param_n_epochs,param_n_factors,param_reg_all,param_reg_bi,param_reg_bu
0.7148074290104504,0.7006979427059477,0.708699773990518,0.707453833759635,0.7079147448666379,0.005010489943778095,434,2.0451292395591736,0.04290357080808628,0.09242910146713257,0.006531319481810613,"{'lr_all': 0.014398003365456259, 'n_epochs': 200, 'n_factors': 41, 'reg_all': 0.11316914326301411, 'reg_bi': 0, 'reg_bu': 0}",0.014398003365456259,200,41,0.11316914326301411,0,0
0.7122551655549979,0.6959897545746201,0.7061213946413452,0.7056466980714381,0.7050032532106004,0.005820172932562447,267,39.04314696788788,0.024326252443523155,0.09142494201660156,0.010795785520527821,"{'lr_all': 0.0460768362067937, 'n_epochs': 200, 'n_factors': 194, 'reg_all': 0.1720058230613689, 'reg_bi': 0, 'reg_bu': 0}",0.0460768362067937,200,194,0.1720058230613689,0,0
0.7097570815025412,0.6946779826494894,0.7052617933757942,0.7032061796469737,0.7032257592936997,0.005474223084169789,18,35.49016523361206,0.03602666559433035,0.06511944532394409,0.00284340491552108,"{'lr_all': 0.04051712540486232, 'n_epochs': 200, 'n_factors': 39, 'reg_all': 0.1373277499231925, 'reg_bi': 0, 'reg_bu': 0}",0.04051712540486232,200,39,0.1373277499231925,0,0
0.7126209957608179,0.6986053456433431,0.708010781040639,0.705584899090123,0.7062055053837308,0.005063721882839705,382,2.1071139574050903,0.0323808452995863,0.11742734909057617,0.007255823760682963,"{'lr_all': 0.022615122742169022, 'n_epochs': 200, 'n_factors': 20, 'reg_all': 0.11779281027485436, 'reg_bi': 0, 'reg_bu': 0}",0.022615122742169022,200,20,0.11779281027485436,0,0
0.7128236982096058,0.696897421285603,0.7084375433166322,0.705781364588114,0.7059850068499887,0.00581825395185642,360,5.02842789888382,0.07117027705861222,0.14034295082092285,0.005850155003609362,"{'lr_all': 0.026604640059747692, 'n_epochs': 200, 'n_factors': 144, 'reg_all': 0.12194990408385756, 'reg_bi': 0, 'reg_bu': 0}",0.026604640059747692,200,144,0.12194990408385756,0,0
0.7119277621405616,0.6955701437097273,0.7054648084808796,0.7048082170735933,0.7044427328511904,0.005829380731381014,195,2.427862584590912,0.0602242493172963,0.16473829746246338,0.0132250196511859,"{'lr_all': 0.03784217242396178, 'n_epochs': 200, 'n_factors': 50, 'reg_all': 0.177032985269694, 'reg_bi': 0, 'reg_bu': 0}",0.03784217242396178,200,50,0.177032985269694,0,0
0.7097548348055807,0.6955296018349333,0.7062095483732275,0.7045395868965655,0.7040083929775768,0.005244967706730305,123,3.845773756504059,0.06313029176217402,0.29623478651046753,0.09024921947847256,"{'lr_all': 0.038596604627176866, 'n_epochs': 200, 'n_factors': 39, 'reg_all': 0.142531054401048, 'reg_bi': 0, 'reg_bu': 0}",0.038596604627176866,200,39,0.142531054401048,0,0
0.7115319558976054,0.6976419694516671,0.7079200845177703,0.7054806422781038,0.7056436630362867,0.005096757880549111,332,8.659628868103027,0.034875695226037444,0.18057024478912354,0.04979308356393932,"{'lr_all': 0.06522411890908382, 'n_epochs': 200, 'n_factors': 83, 'reg_all': 0.10162870145009345, 'reg_bi': 0, 'reg_bu': 0}",0.06522411890908382,200,83,0.10162870145009345,0,0
0.7134116455158488,0.6990703898226094,0.7090945402535659,0.705961679352717,0.7068845637361852,0.005229718498701645,409,9.675993621349335,0.28716416111332765,0.11239033937454224,0.01321356570634262,"{'lr_all': 0.030679705695942593, 'n_epochs': 200, 'n_factors': 110, 'reg_all': 0.10193098353353669, 'reg_bi': 0, 'reg_bu': 0}",0.030679705695942593,200,110,0.10193098353353669,0,0
0.7202679372902129,0.7051571902150402,0.7144194399602551,0.7158442779216856,0.7139222113467985,0.005500804700255912,480,7.064610600471497,0.09722353562213572,0.05982494354248047,0.002929416200933426,"{'lr_all': 0.013232338185784911, 'n_epochs': 200, 'n_factors': 259, 'reg_all': 0.14166570348031068, 'reg_bi': 0, 'reg_bu': 0}",0.013232338185784911,200,259,0.14166570348031068,0,0
0.712128751179189,0.6965715065513348,0.7074499385653825,0.7045112143498149,0.7051653526614302,0.005656640777979161,278,1.8484712839126587,0.018598994483526324,0.06947958469390869,0.009693452739014482,"{'lr_all': 0.03889165275286777, 'n_epochs': 200, 'n_factors': 49, 'reg_all': 0.09618386320469381, 'reg_bi': 0, 'reg_bu': 0}",0.03889165275286777,200,49,0.09618386320469381,0,0
0.7122806887183306,0.6958673309880579,0.7059782477918364,0.7051943642053703,0.7048301579258989,0.005858614007615982,247,2.1852054595947266,0.05826000636522754,0.06627577543258667,0.015130889042101041,"{'lr_all': 0.036640962414487915, 'n_epochs': 200, 'n_factors': 96, 'reg_all': 0.18350654978059835, 'reg_bi': 0, 'reg_bu': 0}",0.036640962414487915,200,96,0.18350654978059835,0,0
0.7119608729752225,0.697048537178938,0.7064230518637603,0.7042414926842706,0.704918488675548,0.005344467867403285,255,2.1581473350524902,0.028041320362512598,0.07161921262741089,0.005796773697578705,"{'lr_all': 0.03734672348671525, 'n_epochs': 200, 'n_factors': 75, 'reg_all': 0.10512049035571881, 'reg_bi': 0, 'reg_bu': 0}",0.03734672348671525,200,75,0.10512049035571881,0,0
0.7107628288830837,0.6956875493948983,0.7058525946379394,0.704396340087295,0.704174828250804,0.005438281489871801,153,1.9360405206680298,0.028006233539498444,0.07298076152801514,0.010614591083368576,"{'lr_all': 0.05205932381458395, 'n_epochs': 200, 'n_factors': 56, 'reg_all': 0.14914247865966085, 'reg_bi': 0, 'reg_bu': 0}",0.05205932381458395,200,56,0.14914247865966085,0,0
0.7102948064369039,0.695092768363042,0.7058387653082698,0.7039303256891953,0.7037891664493527,0.0055265602488501105,93,2.0086857676506042,0.0115535230481699,0.07343119382858276,0.006067768732002798,"{'lr_all': 0.04653134134852442, 'n_epochs': 200, 'n_factors': 70, 'reg_all': 0.12745775990142283, 'reg_bi': 0, 'reg_bu': 0}",0.04653134134852442,200,70,0.12745775990142283,0,0
