split0_test_rmse,split1_test_rmse,split2_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_n_factors,param_n_epochs,param_lr_all,param_reg_all,param_reg_bu,param_reg_bi
1.2536212010425474,1.2656328762468008,1.2555320671052166,1.2582620481315216,0.005270021037662491,100,0.17240571975708008,0.009152090749599592,0.1067947546641032,0.01479167476231642,"{'n_factors': 1, 'n_epochs': 72, 'lr_all': 0.001, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",1,72,0.001,0.10000000000000082,0,0
1.0505567908508762,1.0802512621450906,1.0720978789869238,1.0676353106609635,0.012526672700245904,99,0.2570396264394124,0.015573111694575344,0.07957061131795247,0.0005229359701938139,"{'n_factors': 1, 'n_epochs': 72, 'lr_all': 0.002, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",1,72,0.002,0.10000000000000082,0,0
1.001458473232175,0.9602091293976666,0.9951826042692448,0.9856167356330287,0.018147662361277274,98,0.2859240372975667,0.041337548428092584,0.12056358655293782,0.026543292582466793,"{'n_factors': 1, 'n_epochs': 72, 'lr_all': 0.003, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",1,72,0.003,0.10000000000000082,0,0
0.927765326282283,0.9633568765935271,0.883690870595873,0.9249376911572277,0.03258491233894298,97,0.35794814427693683,0.004290803459988087,0.09513584772745769,0.0032776982864681373,"{'n_factors': 1, 'n_epochs': 72, 'lr_all': 0.004, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",1,72,0.004,0.10000000000000082,0,0
0.787856302890515,0.8652678357606622,0.8568084218949382,0.8366441868487051,0.034670675760900806,96,0.356534481048584,0.015889727922056444,0.09077159563700359,0.014073939864527544,"{'n_factors': 1, 'n_epochs': 72, 'lr_all': 0.005, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",1,72,0.005,0.10000000000000082,0,0
0.7620776736492609,0.7639630223683215,0.7436445365803185,0.7565617441993003,0.009166217847874051,94,0.3044900894165039,0.0007654641023518973,0.08534932136535645,0.006031376373350568,"{'n_factors': 1, 'n_epochs': 72, 'lr_all': 0.006, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",1,72,0.006,0.10000000000000082,0,0
0.8070744350241883,0.7744816704483888,0.7303988899149322,0.7706516651291698,0.03141959590244414,95,0.3056322733561198,0.007342161800985656,0.08900642395019531,0.0064228866298000255,"{'n_factors': 1, 'n_epochs': 72, 'lr_all': 0.007, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",1,72,0.007,0.10000000000000082,0,0
0.7346225843284376,0.7243841980838095,0.7889924463071265,0.7493330762397911,0.0283531933983568,93,0.3017394542694092,0.010376547989861812,0.09579324722290039,0.0021900503691664307,"{'n_factors': 1, 'n_epochs': 72, 'lr_all': 0.008, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",1,72,0.008,0.10000000000000082,0,0
0.721168021070765,0.728190857752722,0.7177629091783176,0.7223739293339348,0.004341749948426421,92,0.3254648844401042,0.0055045260969020186,0.13628697395324707,0.002949589943687624,"{'n_factors': 1, 'n_epochs': 72, 'lr_all': 0.009000000000000001, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",1,72,0.009000000000000001,0.10000000000000082,0,0
0.7136380846622223,0.7024551790126642,0.7134890959950304,0.709860786556639,0.005236908549088234,87,0.3775049050649007,0.014274632925312822,0.1174932320912679,0.011312935460883076,"{'n_factors': 1, 'n_epochs': 72, 'lr_all': 0.010000000000000002, 'reg_all': 0.10000000000000082, 'reg_bu': 0, 'reg_bi': 0}",1,72,0.010000000000000002,0.10000000000000082,0,0
