split0_test_rmse,split1_test_rmse,split2_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_lr_all,param_n_epochs,param_n_factors,param_reg_all,param_reg_bi,param_reg_bu
0.7508114738498901,0.7495310233128982,0.762254996499557,0.7541991645541151,0.00572026862098404,366,3.6995579401652017,0.05560207507967484,0.10307598114013672,0.004831446193441858,"{'lr_all': 0.06706929558418848, 'n_epochs': 200, 'n_factors': 197, 'reg_all': 0.012660272216795693, 'reg_bi': 0, 'reg_bu': 0}",0.06706929558418848,200,197,0.012660272216795693,0,0
0.7312579230043167,0.732274590297785,0.744668287294553,0.7360669335322182,0.006096221124873197,255,8.059379577636719,0.0300085767667644,0.11947194735209148,0.013150932202536084,"{'lr_all': 0.052962586291230296, 'n_epochs': 200, 'n_factors': 487, 'reg_all': 0.04097141956926093, 'reg_bi': 0, 'reg_bu': 0}",0.052962586291230296,200,487,0.04097141956926093,0,0
0.8234807714113239,0.8159969221943585,0.8408999798935564,0.8267925578330796,0.0104328493285995,666,1.9492796262105305,0.053999528097930335,0.09312121073404948,0.0010275128306182562,"{'lr_all': 0.027772307506476135, 'n_epochs': 200, 'n_factors': 68, 'reg_all': 0.0070045692141593, 'reg_bi': 0, 'reg_bu': 0}",0.027772307506476135,200,68,0.0070045692141593,0,0
0.7360152063375598,0.7366955445537984,0.7496419304029783,0.7407842270981121,0.006269497369534307,293,1.3568694591522217,0.025837451529197118,0.10073105494181316,0.007352846920992353,"{'lr_all': 0.05017726411216601, 'n_epochs': 200, 'n_factors': 30, 'reg_all': 0.0317837236342615, 'reg_bi': 0, 'reg_bu': 0}",0.05017726411216601,200,30,0.0317837236342615,0,0
7.4155124055467505,7.436415636636649,7.4179324402180145,7.4232868274671375,0.009335893622987658,987,1.12333345413208,0.01067872051139809,0.10334404309590657,0.008977015632023131,"{'lr_all': -0.0007615511993074864, 'n_epochs': 200, 'n_factors': 13, 'reg_all': 0.0046296482246151426, 'reg_bi': 0, 'reg_bu': 0}",-0.0007615511993074864,200,13,0.0046296482246151426,0,0
0.7313759353188676,0.7248874898285155,0.7337689152818537,0.730010780143079,0.003752125265436293,193,5.862615982691447,0.04880678772472143,0.10471256573994954,0.002115376725036898,"{'lr_all': 0.02671084299972412, 'n_epochs': 200, 'n_factors': 317, 'reg_all': 0.27241345525516214, 'reg_bi': 0, 'reg_bu': 0}",0.02671084299972412,200,317,0.27241345525516214,0,0
0.8797877382725249,0.8975375030343623,0.918086130409949,0.8984704572389454,0.015649164253272757,780,1.0030759970347087,0.0028386738022191387,0.09961668650309245,0.00197999371353413,"{'lr_all': 0.04496912303732019, 'n_epochs': 200, 'n_factors': 8, 'reg_all': 0.018850571278711606, 'reg_bi': 0, 'reg_bu': 0}",0.04496912303732019,200,8,0.018850571278711606,0,0
0.8400119172353232,0.8648067908528833,0.8589592217530281,0.8545926432804115,0.01058290114904959,716,1.2390656471252441,0.03282069711051492,0.10626665751139323,0.008783776459633722,"{'lr_all': 0.03408454895280781, 'n_epochs': 200, 'n_factors': 18, 'reg_all': 0.0051424559404422455, 'reg_bi': 0, 'reg_bu': 0}",0.03408454895280781,200,18,0.0051424559404422455,0,0
0.7170073974422467,0.7125667518145201,0.7232848482584644,0.7176196658384105,0.004397010521337454,6,2.428654432296753,0.006029765283602207,0.10222609837849934,0.007520350273799553,"{'lr_all': 0.02915504292255887, 'n_epochs': 200, 'n_factors': 88, 'reg_all': 0.1597819031674644, 'reg_bi': 0, 'reg_bu': 0}",0.02915504292255887,200,88,0.1597819031674644,0,0
0.8556377931158567,0.8480765500031846,0.8577613973875019,0.8538252468355144,0.004156365417699019,714,1.5287455717722576,0.02957249060410636,0.1006922721862793,0.005522129379449725,"{'lr_all': 0.01813683979170619, 'n_epochs': 200, 'n_factors': 37, 'reg_all': 0.00690724776629538, 'reg_bi': 0, 'reg_bu': 0}",0.01813683979170619,200,37,0.00690724776629538,0,0
0.7331767031724727,0.7351355622157137,0.7451534401811747,0.7378219018564538,0.005245497932701334,274,1.784413496653239,0.02171119164877697,0.09186132748921712,0.002092561719582719,"{'lr_all': 0.04634020636410227, 'n_epochs': 200, 'n_factors': 52, 'reg_all': 0.030358439896492374, 'reg_bi': 0, 'reg_bu': 0}",0.04634020636410227,200,52,0.030358439896492374,0,0
0.7474409918750936,0.7425883750507786,0.756811805254541,0.748947057393471,0.00590353942984258,347,4.604200045267741,0.014116593716116168,0.10013095537821452,0.004686016506211581,"{'lr_all': 0.09130560136812219, 'n_epochs': 200, 'n_factors': 238, 'reg_all': 0.010588544531311379, 'reg_bi': 0, 'reg_bu': 0}",0.09130560136812219,200,238,0.010588544531311379,0,0
0.7897757778984125,0.7896586976342181,0.8022625162242338,0.7938989972522882,0.0059140941342208115,559,2.4642790158589682,0.009561000167155071,0.10603173573811848,0.0009642761217798492,"{'lr_all': 0.036336062047567994, 'n_epochs': 200, 'n_factors': 96, 'reg_all': 0.010402873822961827, 'reg_bi': 0, 'reg_bu': 0}",0.036336062047567994,200,96,0.010402873822961827,0,0
0.8964795009544917,0.8936931401574972,0.906148884909357,0.8987738420071153,0.005337564674405099,782,1.2270049254099529,0.01935718782648462,0.09512845675150554,0.007328999376869311,"{'lr_all': 0.02089056664896595, 'n_epochs': 200, 'n_factors': 20, 'reg_all': 0.0006024680375212449, 'reg_bi': 0, 'reg_bu': 0}",0.02089056664896595,200,20,0.0006024680375212449,0,0
0.8432782931457478,0.8371495905216639,0.8665371638992638,0.8489883491888918,0.012658618204418133,704,5.774902820587158,0.0335116155878989,0.11566932996114095,0.011245174558830945,"{'lr_all': 0.01562654013598634, 'n_epochs': 200, 'n_factors': 304, 'reg_all': 0.02443002742346167, 'reg_bi': 0, 'reg_bu': 0}",0.01562654013598634,200,304,0.02443002742346167,0,0
0.7184096341633811,0.7152489686066154,0.7256445932224979,0.7197677319974981,0.004351289087451406,48,1.6815400918324788,0.02063362163311289,0.10106229782104492,0.006747668461428015,"{'lr_all': 0.047741114205601856, 'n_epochs': 200, 'n_factors': 45, 'reg_all': 0.09540058575683893, 'reg_bi': 0, 'reg_bu': 0}",0.047741114205601856,200,45,0.09540058575683893,0,0
0.8411341065682769,0.8174361853100603,0.8330181327470586,0.830529474875132,0.0098333762087015,671,1.8767306009928386,0.055932131407946596,0.10898931821187337,0.013346553689206063,"{'lr_all': 0.024453228691607057, 'n_epochs': 200, 'n_factors': 55, 'reg_all': 0.00730417680441358, 'reg_bi': 0, 'reg_bu': 0}",0.024453228691607057,200,55,0.00730417680441358,0,0
0.7264315008684205,0.7239983455155717,0.7336926721110452,0.7280408394983459,0.004118047284353212,169,1.4193530082702637,0.010791123601057936,0.11635303497314453,0.024062131183456747,"{'lr_all': 0.027357702019966984, 'n_epochs': 200, 'n_factors': 27, 'reg_all': 0.0699108039727161, 'reg_bi': 0, 'reg_bu': 0}",0.027357702019966984,200,27,0.0699108039727161,0,0
0.718860321008725,0.7168486483281352,0.7238986751929027,0.7198692148432543,0.002965256568494472,49,10.507906993230185,0.0711868076200083,0.12524104118347168,0.01203975856767788,"{'lr_all': 0.0596882031097033, 'n_epochs': 200, 'n_factors': 539, 'reg_all': 0.15431256376617986, 'reg_bi': 0, 'reg_bu': 0}",0.0596882031097033,200,539,0.15431256376617986,0,0
0.8918093608639799,0.897324365412532,0.9227471682419315,0.9039602981728144,0.013473769184061585,790,7.958825508753459,0.08625250582323366,0.18658995628356934,0.08635056722288119,"{'lr_all': 0.03480331386733633, 'n_epochs': 200, 'n_factors': 392, 'reg_all': 0.007422998562263947, 'reg_bi': 0, 'reg_bu': 0}",0.03480331386733633,200,392,0.007422998562263947,0,0
0.913764918895506,0.92037747600392,0.9372166864176318,0.9237863604390193,0.009872916482203717,814,4.812297423680623,0.154057426135271,0.11629533767700195,0.010954985498907086,"{'lr_all': 0.017173280672975216, 'n_epochs': 200, 'n_factors': 210, 'reg_all': 0.009688184828250481, 'reg_bi': 0, 'reg_bu': 0}",0.017173280672975216,200,210,0.009688184828250481,0,0
