split0_test_rmse,split1_test_rmse,split2_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_lr_all,param_n_epochs,param_n_factors,param_reg_all,param_reg_bi,param_reg_bu
0.7261273033896872,0.7189218578726803,0.7217188102680674,0.722255990510145,0.0029660336291640215,680,27.43095827102661,0.07892691674258777,0.9393715063730875,0.019070753742547256,"{'lr_all': 0.035972408862728365, 'n_epochs': 200, 'n_factors': 132, 'reg_all': 0.13790724121341147, 'reg_bi': 0, 'reg_bu': 0}",0.035972408862728365,200,132,0.13790724121341147,0,0
0.7248147651584986,0.7189555775791041,0.7223205390075396,0.7220302939150475,0.0024007917350906804,481,17.128926595052082,0.05906221350304718,1.0193272431691487,0.06502690324285124,"{'lr_all': 0.0378226960068323, 'n_epochs': 200, 'n_factors': 54, 'reg_all': 0.16413094709698248, 'reg_bi': 0, 'reg_bu': 0}",0.0378226960068323,200,54,0.16413094709698248,0,0
0.725516606644712,0.7186996095610095,0.7219984411927733,0.722071552466165,0.0027835075299011435,517,26.455135027567547,0.5939116256071182,1.0557708740234375,0.1298146191212123,"{'lr_all': 0.03708258269250542, 'n_epochs': 200, 'n_factors': 118, 'reg_all': 0.14963981158061246, 'reg_bi': 0, 'reg_bu': 0}",0.03708258269250542,200,118,0.14963981158061246,0,0
0.724558773171851,0.7176874294138752,0.7213990173775806,0.7212150733211024,0.002808228127248402,33,18.712737719217937,0.8212319828182609,1.0589256286621094,0.20522651850168605,"{'lr_all': 0.03295898549664824, 'n_epochs': 200, 'n_factors': 63, 'reg_all': 0.14761987653870798, 'reg_bi': 0, 'reg_bu': 0}",0.03295898549664824,200,63,0.14761987653870798,0,0
0.7264694749724502,0.7185304019936263,0.7225047470747293,0.7225015413469352,0.0032411137641548443,829,21.74664004643758,0.075585117023244,0.9099529584248861,0.031358505794278055,"{'lr_all': 0.02727758594095949, 'n_epochs': 200, 'n_factors': 78, 'reg_all': 0.13754492935315013, 'reg_bi': 0, 'reg_bu': 0}",0.02727758594095949,200,78,0.13754492935315013,0,0
0.7237610979149194,0.7192709520713256,0.7227692777215986,0.7219337759026145,0.0019259456363614938,402,22.780253410339355,0.6107734137276356,0.8125917116800944,0.09889627989229771,"{'lr_all': 0.027476757538971282, 'n_epochs': 200, 'n_factors': 92, 'reg_all': 0.16813599676801544, 'reg_bi': 0, 'reg_bu': 0}",0.027476757538971282,200,92,0.16813599676801544,0,0
0.7264310678726789,0.7197028061476995,0.7228407177521368,0.7229915305908383,0.0027488706583120434,954,20.008724689483643,0.05059062180916009,0.88995361328125,0.08247187716786115,"{'lr_all': 0.023883772763019038, 'n_epochs': 200, 'n_factors': 92, 'reg_all': 0.140789200813028, 'reg_bi': 0, 'reg_bu': 0}",0.023883772763019038,200,92,0.140789200813028,0,0
0.7261444836914132,0.7193367682580184,0.7223171265580791,0.7225994595025035,0.00278639926238755,883,27.310038805007935,0.07957823878488236,0.8005852699279785,0.044278521316294304,"{'lr_all': 0.03152209973511368, 'n_epochs': 200, 'n_factors': 155, 'reg_all': 0.1397402246227891, 'reg_bi': 0, 'reg_bu': 0}",0.03152209973511368,200,155,0.1397402246227891,0,0
0.7258266093850164,0.7185978605199802,0.7219723189543081,0.7221322629531016,0.002953290718334733,580,20.471999088923138,0.1910212815341248,0.793175458908081,0.0666292832661938,"{'lr_all': 0.03521942285309039, 'n_epochs': 200, 'n_factors': 104, 'reg_all': 0.13574276404275767, 'reg_bi': 0, 'reg_bu': 0}",0.03521942285309039,200,104,0.13574276404275767,0,0
0.725389647871008,0.7202957814044756,0.7237932117574014,0.7231595470109617,0.002127285775015711,967,17.35715874036153,0.24433253936581004,0.7752606868743896,0.04540417113957726,"{'lr_all': 0.045167167064098276, 'n_epochs': 200, 'n_factors': 80, 'reg_all': 0.17181708513112223, 'reg_bi': 0, 'reg_bu': 0}",0.045167167064098276,200,80,0.17181708513112223,0,0
0.7245145339661555,0.7195882395324489,0.7218435037792752,0.7219820924259599,0.0020135374049393157,443,13.323977708816528,0.07688572565584963,0.7835331757863363,0.044024484796009004,"{'lr_all': 0.038138203889199584, 'n_epochs': 200, 'n_factors': 44, 'reg_all': 0.17001783272670343, 'reg_bi': 0, 'reg_bu': 0}",0.038138203889199584,200,44,0.17001783272670343,0,0
0.7241777732609078,0.7202615127429013,0.722770352376541,0.72240321279345,0.0016197464238430124,783,14.63603170712789,0.08855214387292905,0.7945013046264648,0.0410620225612216,"{'lr_all': 0.031836501986337945, 'n_epochs': 200, 'n_factors': 53, 'reg_all': 0.18443601911458823, 'reg_bi': 0, 'reg_bu': 0}",0.031836501986337945,200,53,0.18443601911458823,0,0
0.7269240379297545,0.7184030833556304,0.7224801556125614,0.7226024256326488,0.003479739375483028,884,12.292914311091105,0.1661257156956609,0.8175121943155924,0.07490708455854447,"{'lr_all': 0.036739115910445895, 'n_epochs': 200, 'n_factors': 37, 'reg_all': 0.15694849390426524, 'reg_bi': 0, 'reg_bu': 0}",0.036739115910445895,200,37,0.15694849390426524,0,0
0.7265097151683193,0.7187280477027217,0.7212315548312128,0.7221564392340847,0.003243469901745321,601,23.639793872833252,0.062395530340443456,0.8983252843221029,0.05920190718577558,"{'lr_all': 0.037924556464496065, 'n_epochs': 200, 'n_factors': 126, 'reg_all': 0.1319791463114848, 'reg_bi': 0, 'reg_bu': 0}",0.037924556464496065,200,126,0.1319791463114848,0,0
