split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_n_factors,param_cache_ratings,param_n_epochs,param_lr_all,param_reg_all,param_reg_bu,param_reg_bi
0.7028904855215479,0.7191986214922136,0.6951909084508612,0.7043225043398234,0.7054006299511115,0.008690313049194246,48,30.069278120994568,0.26931947728123184,0.07121402025222778,0.005849713119692562,"{'n_factors': 106, 'cache_ratings': 'True', 'n_epochs': 850, 'lr_all': 0.05623413251903491, 'reg_all': 0.03162277660168379, 'reg_bu': 0, 'reg_bi': 0}",106,True,850,0.05623413251903491,0.03162277660168379,0,0
7.440837198468296,7.3986825318234475,7.427451565839503,7.426139308441099,7.423277651143087,0.015320478476517867,908,2.5459912419319153,0.039478617159885446,0.0734899640083313,0.014673521520147196,"{'n_factors': 10, 'cache_ratings': 'True', 'n_epochs': 500, 'lr_all': 0.5623413251903491, 'reg_all': 0.00031622776601683794, 'reg_bu': 0, 'reg_bi': 0}",10,True,500,0.5623413251903491,0.00031622776601683794,0,0
7.440837198468296,7.3986825318234475,7.427451565839503,7.426139308441099,7.423277651143087,0.015320478476517867,909,1.479200005531311,0.0075745911906300615,0.06925970315933228,0.010749724436572784,"{'n_factors': 1, 'cache_ratings': 'True', 'n_epochs': 550, 'lr_all': 0.1778279410038923, 'reg_all': 0.0017782794100389228, 'reg_bu': 0, 'reg_bi': 0}",1,True,550,0.1778279410038923,0.0017782794100389228,0,0
7.440837198468296,7.3986825318234475,7.427451565839503,7.426139308441099,7.423277651143087,0.015320478476517867,900,2.772327721118927,0.12559177342037742,0.06893503665924072,0.003941233849805668,"{'n_factors': 56, 'cache_ratings': 'True', 'n_epochs': 150, 'lr_all': 0.1778279410038923, 'reg_all': 0.005623413251903491, 'reg_bu': 0, 'reg_bi': 0}",56,True,150,0.1778279410038923,0.005623413251903491,0,0
7.440837198468296,7.3986825318234475,7.427451565839503,7.426139308441099,7.423277651143087,0.015320478476517867,925,8.15652459859848,0.15578209260428214,0.07137572765350342,0.008373036662811953,"{'n_factors': 28, 'cache_ratings': 'True', 'n_epochs': 750, 'lr_all': 0.31622776601683794, 'reg_all': 0.01778279410038923, 'reg_bu': 0, 'reg_bi': 0}",28,True,750,0.31622776601683794,0.01778279410038923,0,0
0.955529887300631,0.9529576824852387,0.9522875474171745,0.934506199336182,0.9488203291348065,0.00835242147578134,549,33.59934628009796,0.28511358799350733,0.08544236421585083,0.0063156801611745726,"{'n_factors': 113, 'cache_ratings': 'True', 'n_epochs': 900, 'lr_all': 0.00031622776601683794, 'reg_all': 3.1622776601683795e-05, 'reg_bu': 0, 'reg_bi': 0}",113,True,900,0.00031622776601683794,3.1622776601683795e-05,0,0
0.8027531979416137,0.8157249629959952,0.781507151253275,0.812096788632089,0.8030205252057432,0.013291708129842553,254,21.585287511348724,0.22191873945889878,0.07118469476699829,0.001623351437706999,"{'n_factors': 62, 'cache_ratings': 'True', 'n_epochs': 1000, 'lr_all': 0.05623413251903491, 'reg_all': 1.778279410038923e-05, 'reg_bu': 0, 'reg_bi': 0}",62,True,1000,0.05623413251903491,1.778279410038923e-05,0,0
0.7957011072876868,7.3986825318234475,0.7893617896731431,0.8009885957213587,2.446183506126409,2.859329608568255,856,15.080308198928833,0.14769083315323916,0.0697864294052124,0.008101078310604653,"{'n_factors': 113, 'cache_ratings': 'True', 'n_epochs': 400, 'lr_all': 0.1, 'reg_all': 0.0001, 'reg_bu': 0, 'reg_bi': 0}",113,True,400,0.1,0.0001,0,0
0.7741366904692754,0.791440788598,0.7719322594886724,0.7776587854577915,0.7787921310034348,0.007582940967008215,196,22.410005748271942,0.15250179588609475,0.0773894190788269,0.005645307235058398,"{'n_factors': 122, 'cache_ratings': 'True', 'n_epochs': 550, 'lr_all': 0.005623413251903491, 'reg_all': 0.01, 'reg_bu': 0, 'reg_bi': 0}",122,True,550,0.005623413251903491,0.01,0,0
0.8038809808818379,0.8262816412425561,0.7961971662191689,0.8105266702201022,0.8092216146409164,0.011078202735019652,277,18.110507249832153,0.19118993198011944,0.06735873222351074,0.005373578073728943,"{'n_factors': 70, 'cache_ratings': 'True', 'n_epochs': 750, 'lr_all': 0.01, 'reg_all': 0.0005623413251903491, 'reg_bu': 0, 'reg_bi': 0}",70,True,750,0.01,0.0005623413251903491,0,0
7.440837198468296,7.3986825318234475,7.427451565839503,7.426139308441099,7.423277651143087,0.015320478476517867,976,3.802714228630066,0.1247828777633824,0.07730871438980103,0.019202479769123596,"{'n_factors': 27, 'cache_ratings': 'True', 'n_epochs': 350, 'lr_all': 0.1778279410038923, 'reg_all': 0.00031622776601683794, 'reg_bu': 0, 'reg_bi': 0}",27,True,350,0.1778279410038923,0.00031622776601683794,0,0
0.8829191871047017,0.8828948135664756,0.8624703808070597,0.8700972447002793,0.8745954065446291,0.008738065987980439,431,30.845726490020752,0.3255556837243516,0.07463628053665161,0.002102458584693691,"{'n_factors': 115, 'cache_ratings': 'True', 'n_epochs': 800, 'lr_all': 0.00017782794100389227, 'reg_all': 0.01, 'reg_bu': 0, 'reg_bi': 0}",115,True,800,0.00017782794100389227,0.01,0,0
