split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_n_factors,param_cache_ratings,param_n_epochs,param_lr_all,param_reg_bu,param_reg_bi,param_reg_pu,param_reg_qi,param_reg_yj
0.9521184420625846,0.9676775540082936,0.9906469919999809,0.9572882458214463,0.9669328084730764,0.014793581269806332,429,1.0730454325675964,0.0037552094531238685,0.08782178163528442,0.006124606016566671,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.5, 'reg_bi': 0.7000000000000001, 'reg_pu': 0.7000000000000001, 'reg_qi': 0.8, 'reg_yj': 0.4}",1,True,350,0.0025,0.5,0.7000000000000001,0.7000000000000001,0.8,0.4
0.8022731350403505,0.7992814120384908,0.8218163492623788,0.7833216477769684,0.8016731360295472,0.013680337193306103,135,1.098872721195221,0.018864305680146496,0.10019999742507935,0.009152897532349217,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.30000000000000004, 'reg_bi': 0.5, 'reg_pu': 0.0, 'reg_qi': 0.9, 'reg_yj': 0.30000000000000004}",1,True,350,0.0025,0.30000000000000004,0.5,0.0,0.9,0.30000000000000004
0.9141717016745616,0.93232685600813,0.9511154129708098,0.9159599084370874,0.9283934697726471,0.014904784175717422,385,1.1131387948989868,0.011162063960077524,0.08785074949264526,0.005819724071482987,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.2, 'reg_bi': 0.8, 'reg_pu': 0.8, 'reg_qi': 0.7000000000000001, 'reg_yj': 0.5}",1,True,350,0.0025,0.2,0.8,0.8,0.7000000000000001,0.5
0.864468144539468,0.8589602836941503,0.8683918590732421,0.8442271427884046,0.8590118575238163,0.00916986841143053,254,1.096934974193573,0.01603618456019051,0.09553796052932739,0.00671146710297165,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 1.0, 'reg_bi': 0.30000000000000004, 'reg_pu': 0.6000000000000001, 'reg_qi': 0.1, 'reg_yj': 0.0}",1,True,350,0.0025,1.0,0.30000000000000004,0.6000000000000001,0.1,0.0
0.8152091998050606,0.8078190761978232,0.82692241386125,0.811611918472132,0.8153906520840664,0.007152308084219574,170,1.1218932271003723,0.054875068408633536,0.09285742044448853,0.013353125375812649,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.7000000000000001, 'reg_bi': 0.5, 'reg_pu': 0.4, 'reg_qi': 0.0, 'reg_yj': 0.7000000000000001}",1,True,350,0.0025,0.7000000000000001,0.5,0.4,0.0,0.7000000000000001
0.8764806079020906,0.8904135310934562,0.9152977343814862,0.8796785991848632,0.890467618140474,0.015236280577818227,316,1.0835411548614502,0.016466972965299424,0.07918405532836914,0.005435684024318345,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.30000000000000004, 'reg_bi': 0.7000000000000001, 'reg_pu': 0.5, 'reg_qi': 0.6000000000000001, 'reg_yj': 0.9}",1,True,350,0.0025,0.30000000000000004,0.7000000000000001,0.5,0.6000000000000001,0.9
0.7623574964589247,0.7475597254257054,0.7629150631872924,0.7567484697839865,0.7573951887139772,0.006169442758995218,67,1.0512377619743347,0.017085530107210006,0.08641922473907471,0.009240608633705266,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.30000000000000004, 'reg_bi': 0.8, 'reg_pu': 1.0, 'reg_qi': 0.0, 'reg_yj': 1.0}",1,True,350,0.0025,0.30000000000000004,0.8,1.0,0.0,1.0
0.9347126220661915,0.9532171418235292,0.9760523222682423,0.9460367733410665,0.9525047148747574,0.015111173021202786,409,1.0974509716033936,0.05335668744466837,0.08380049467086792,0.004638114130510102,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.8, 'reg_bi': 0.6000000000000001, 'reg_pu': 0.5, 'reg_qi': 0.6000000000000001, 'reg_yj': 0.7000000000000001}",1,True,350,0.0025,0.8,0.6000000000000001,0.5,0.6000000000000001,0.7000000000000001
0.7170319464619831,0.7195788557870598,0.7181905017147621,0.7269691666216097,0.7204426176463538,0.0038744880362833398,23,1.1076582670211792,0.08945983382753595,0.0780177116394043,0.010151024786775384,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.9, 'reg_bi': 0.0, 'reg_pu': 0.8, 'reg_qi': 0.0, 'reg_yj': 0.30000000000000004}",1,True,350,0.0025,0.9,0.0,0.8,0.0,0.30000000000000004
0.9253450309646805,0.9097963046075375,0.9465890261143546,0.9103965896591556,0.9230317378364321,0.014959284895380252,380,1.0824318528175354,0.06620027042565753,0.09784156084060669,0.020966520457051344,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.9, 'reg_bi': 0.6000000000000001, 'reg_pu': 0.9, 'reg_qi': 0.7000000000000001, 'reg_yj': 0.0}",1,True,350,0.0025,0.9,0.6000000000000001,0.9,0.7000000000000001,0.0
0.8897717929290773,0.9078403144583453,0.9272862392897836,0.9105102557690972,0.9088521506115759,0.013300834558426145,360,1.048877477645874,0.010441238782672502,0.0800936222076416,0.01091770272614257,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.5, 'reg_bi': 0.1, 'reg_pu': 0.9, 'reg_qi': 0.5, 'reg_yj': 0.2}",1,True,350,0.0025,0.5,0.1,0.9,0.5,0.2
0.7933688035408527,0.810802525036627,0.8172197155089909,0.7958134749270422,0.8043011297533782,0.010008921513108492,141,1.099203109741211,0.08119284475909196,0.07182526588439941,0.010363734284524837,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.5, 'reg_bi': 0.2, 'reg_pu': 0.0, 'reg_qi': 0.4, 'reg_yj': 0.1}",1,True,350,0.0025,0.5,0.2,0.0,0.4,0.1
0.7823513659309352,0.7769487532153766,0.7915596047592057,0.7821838510154957,0.7832608937302533,0.005260679244373994,113,1.1185843348503113,0.1246759588071308,0.07225430011749268,0.007305108427947439,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.5, 'reg_bi': 0.4, 'reg_pu': 0.9, 'reg_qi': 0.0, 'reg_yj': 0.8}",1,True,350,0.0025,0.5,0.4,0.9,0.0,0.8
0.9173354286519094,0.9323091804147466,0.9569020078551759,0.9217460490575239,0.932073166494839,0.015332786253305215,388,1.0467864871025085,0.0066326593762036186,0.08092576265335083,0.008608688289767857,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.4, 'reg_bi': 0.7000000000000001, 'reg_pu': 0.6000000000000001, 'reg_qi': 0.7000000000000001, 'reg_yj': 0.6000000000000001}",1,True,350,0.0025,0.4,0.7000000000000001,0.6000000000000001,0.7000000000000001,0.6000000000000001
0.8607071354409533,0.874372500811227,0.8928996515999861,0.8688531718528202,0.8742081149262466,0.011835882184345994,291,1.0113747715950012,0.06724984427323272,0.07705730199813843,0.006407062083951417,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.8, 'reg_bi': 0.4, 'reg_pu': 0.4, 'reg_qi': 0.5, 'reg_yj': 0.1}",1,True,350,0.0025,0.8,0.4,0.4,0.5,0.1
0.7385381560646841,0.7172482795292651,0.7427670721193113,0.7121042922367757,0.727664449987509,0.01319982760637138,32,1.0013272166252136,0.04753312218774178,0.08501523733139038,0.009699549005165101,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.1, 'reg_bi': 0.6000000000000001, 'reg_pu': 0.0, 'reg_qi': 0.7000000000000001, 'reg_yj': 0.0}",1,True,350,0.0025,0.1,0.6000000000000001,0.0,0.7000000000000001,0.0
0.9030144774469672,0.8921411223664435,0.9194502487368363,0.8855559622575685,0.9000404527019539,0.012823658687000137,339,1.0147809982299805,0.0902662021782387,0.08966326713562012,0.005193602348698741,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 1.0, 'reg_bi': 0.30000000000000004, 'reg_pu': 0.9, 'reg_qi': 0.5, 'reg_yj': 0.0}",1,True,350,0.0025,1.0,0.30000000000000004,0.9,0.5,0.0
0.8713917150731559,0.8584466647189071,0.878288277385362,0.8451291655561155,0.8633139556833851,0.01268717482833607,263,1.0315070748329163,0.062413537282507786,0.07834982872009277,0.006032847604557214,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.8, 'reg_bi': 0.6000000000000001, 'reg_pu': 0.9, 'reg_qi': 0.1, 'reg_yj': 0.0}",1,True,350,0.0025,0.8,0.6000000000000001,0.9,0.1,0.0
0.7935215486791916,0.7849028079979508,0.8016694967866177,0.7934688076227918,0.793390665271638,0.005928870234819681,130,0.9815074801445007,0.05656022241659935,0.07807546854019165,0.00824121143638897,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.5, 'reg_bi': 0.7000000000000001, 'reg_pu': 0.9, 'reg_qi': 0.0, 'reg_yj': 0.8}",1,True,350,0.0025,0.5,0.7000000000000001,0.9,0.0,0.8
0.7593731907029508,0.7696240979024545,0.7775935659644101,0.7570618262773829,0.7659131702117996,0.008235900841504322,90,0.9824190735816956,0.02281861912560076,0.07878351211547852,0.00926110152261243,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.0, 'reg_bi': 0.30000000000000004, 'reg_pu': 1.0, 'reg_qi': 0.2, 'reg_yj': 0.30000000000000004}",1,True,350,0.0025,0.0,0.30000000000000004,1.0,0.2,0.30000000000000004
0.8159590883272501,0.8239522227558754,0.8474177585224908,0.8181127307155226,0.8263604500802847,0.012504229271666438,196,0.9810353517532349,0.05868123319272323,0.07722002267837524,0.008892354209532988,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.4, 'reg_bi': 0.6000000000000001, 'reg_pu': 0.30000000000000004, 'reg_qi': 0.4, 'reg_yj': 0.8}",1,True,350,0.0025,0.4,0.6000000000000001,0.30000000000000004,0.4,0.8
0.7757003168785137,0.7699110778478236,0.7961281753112379,0.7684195418940347,0.7775397779829025,0.011071222882525952,105,1.021444022655487,0.009817522615929558,0.08177423477172852,0.006748728149110175,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.30000000000000004, 'reg_bi': 0.7000000000000001, 'reg_pu': 0.1, 'reg_qi': 0.4, 'reg_yj': 0.9}",1,True,350,0.0025,0.30000000000000004,0.7000000000000001,0.1,0.4,0.9
0.7912766767273378,0.7880728477053995,0.8106668185095683,0.7765027454967107,0.7916297721097542,0.012288332447364245,127,0.9961557388305664,0.0243226275355783,0.07680374383926392,0.014662875359383067,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.30000000000000004, 'reg_bi': 0.7000000000000001, 'reg_pu': 0.0, 'reg_qi': 0.7000000000000001, 'reg_yj': 0.4}",1,True,350,0.0025,0.30000000000000004,0.7000000000000001,0.0,0.7000000000000001,0.4
0.8536946539989655,0.8627884782460347,0.8871654221296866,0.8527140772458611,0.864090657905137,0.013889239545393393,266,1.0191424489021301,0.007131934885022071,0.07280272245407104,0.011131447521544694,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.4, 'reg_bi': 0.7000000000000001, 'reg_pu': 0.30000000000000004, 'reg_qi': 0.6000000000000001, 'reg_yj': 0.9}",1,True,350,0.0025,0.4,0.7000000000000001,0.30000000000000004,0.6000000000000001,0.9
0.7266420479539614,0.70367127237311,0.7248102979277108,0.7129391453331329,0.7170156908969787,0.009328911758966576,21,1.0274877548217773,0.05071010110648544,0.07564443349838257,0.009030125993088901,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.2, 'reg_bi': 1.0, 'reg_pu': 0.0, 'reg_qi': 0.0, 'reg_yj': 1.0}",1,True,350,0.0025,0.2,1.0,0.0,0.0,1.0
0.8288026098932895,0.8476389039269552,0.8607208402627488,0.85736976652471,0.8486330301519258,0.012416516926136656,234,1.0381760001182556,0.1008827581254603,0.08639329671859741,0.010579343178205875,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.6000000000000001, 'reg_bi': 0.0, 'reg_pu': 0.9, 'reg_qi': 0.30000000000000004, 'reg_yj': 0.2}",1,True,350,0.0025,0.6000000000000001,0.0,0.9,0.30000000000000004,0.2
0.7093172612863877,0.6854380548428383,0.7035999749350641,0.6972626749211047,0.6989044914963486,0.008867268706221707,6,1.0808820724487305,0.016512903219114618,0.08732229471206665,0.006437235799591844,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.1, 'reg_bi': 0.9, 'reg_pu': 0.1, 'reg_qi': 0.0, 'reg_yj': 1.0}",1,True,350,0.0025,0.1,0.9,0.1,0.0,1.0
0.9524974943809361,0.9702347812538328,0.9913194869671262,0.9793636355012777,0.9733538495257932,0.014173900247974394,439,1.0930662751197815,0.013023075182461463,0.08342760801315308,0.002706689278119513,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.7000000000000001, 'reg_bi': 0.1, 'reg_pu': 0.8, 'reg_qi': 0.6000000000000001, 'reg_yj': 0.6000000000000001}",1,True,350,0.0025,0.7000000000000001,0.1,0.8,0.6000000000000001,0.6000000000000001
0.920417401137986,0.9356791341443977,0.9591710594337539,0.9260682602159106,0.935333963733012,0.014804419740210855,393,1.0718420147895813,0.019192861004951284,0.0955038070678711,0.006254443762675838,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.6000000000000001, 'reg_bi': 0.9, 'reg_pu': 0.6000000000000001, 'reg_qi': 0.6000000000000001, 'reg_yj': 0.5}",1,True,350,0.0025,0.6000000000000001,0.9,0.6000000000000001,0.6000000000000001,0.5
0.8550769763817442,0.849327155356143,0.8688870449687832,0.8552132112601771,0.8571260969917118,0.007193771873129071,250,1.031641960144043,0.07133425441734566,0.09551185369491577,0.0254666010785118,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.9, 'reg_bi': 0.8, 'reg_pu': 0.7000000000000001, 'reg_qi': 0.0, 'reg_yj': 0.30000000000000004}",1,True,350,0.0025,0.9,0.8,0.7000000000000001,0.0,0.30000000000000004
0.7109083461349599,0.7111023840185515,0.7253879348013731,0.7085089505540301,0.7139769038772286,0.006666878042457837,18,0.9883213043212891,0.05844106404005295,0.10314834117889404,0.043067906543017544,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.0, 'reg_bi': 0.2, 'reg_pu': 0.2, 'reg_qi': 0.2, 'reg_yj': 0.30000000000000004}",1,True,350,0.0025,0.0,0.2,0.2,0.2,0.30000000000000004
0.7491146318645783,0.7523733134738322,0.7682348633999214,0.7450709308563968,0.7536984348986822,0.00878220895642646,62,0.9739537239074707,0.018840277683867514,0.07140856981277466,0.006788412772086888,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.1, 'reg_bi': 0.2, 'reg_pu': 0.2, 'reg_qi': 0.6000000000000001, 'reg_yj': 0.1}",1,True,350,0.0025,0.1,0.2,0.2,0.6000000000000001,0.1
0.7617979517858968,0.7408509800531983,0.7654685917993813,0.7423243489725103,0.7526104681527467,0.011111154388439952,59,0.9667568802833557,0.0491140738018352,0.07987695932388306,0.00554257957243152,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.30000000000000004, 'reg_bi': 0.6000000000000001, 'reg_pu': 0.0, 'reg_qi': 0.1, 'reg_yj': 0.30000000000000004}",1,True,350,0.0025,0.30000000000000004,0.6000000000000001,0.0,0.1,0.30000000000000004
0.7811265334665797,0.7813694324026693,0.8000971361923286,0.7793072148959603,0.7854750792393844,0.008479582630944046,117,1.0481319427490234,0.0585053369318765,0.07943302392959595,0.009539168817337467,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.4, 'reg_bi': 1.0, 'reg_pu': 0.9, 'reg_qi': 0.1, 'reg_yj': 0.30000000000000004}",1,True,350,0.0025,0.4,1.0,0.9,0.1,0.30000000000000004
0.8100262026007016,0.8015484092174988,0.8278120055956596,0.7950632094388518,0.8086124567131779,0.01228926587969495,151,0.9770995378494263,0.022703123911146577,0.08195358514785767,0.019206783578492214,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.4, 'reg_bi': 0.6000000000000001, 'reg_pu': 0.0, 'reg_qi': 0.5, 'reg_yj': 1.0}",1,True,350,0.0025,0.4,0.6000000000000001,0.0,0.5,1.0
0.80636549352332,0.7962345887084639,0.815381851049149,0.8027558209560698,0.8051844385592506,0.006917009977790167,143,1.0075584650039673,0.012917505741531016,0.08772200345993042,0.012032787887699115,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.6000000000000001, 'reg_bi': 0.8, 'reg_pu': 1.0, 'reg_qi': 0.0, 'reg_yj': 0.1}",1,True,350,0.0025,0.6000000000000001,0.8,1.0,0.0,0.1
0.8814274302046088,0.897579140894616,0.9163866933658519,0.8969682541527386,0.8980903796544538,0.012388800491826717,331,1.0052472949028015,0.0874303835734063,0.08228504657745361,0.01381882563248499,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.1, 'reg_bi': 0.2, 'reg_pu': 0.4, 'reg_qi': 0.9, 'reg_yj': 0.7000000000000001}",1,True,350,0.0025,0.1,0.2,0.4,0.9,0.7000000000000001
0.8945247443549355,0.8771865768174502,0.91592650687096,0.8813658291068303,0.8922509142875439,0.015092409765802341,320,1.0073699355125427,0.06041525564690737,0.09529918432235718,0.013815864999166642,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.7000000000000001, 'reg_bi': 0.30000000000000004, 'reg_pu': 0.9, 'reg_qi': 1.0, 'reg_yj': 0.0}",1,True,350,0.0025,0.7000000000000001,0.30000000000000004,0.9,1.0,0.0
0.9460630602753868,0.9649211296604007,0.9853427445718854,0.9586061131977851,0.9637332619263645,0.014203031810425398,426,1.0904496312141418,0.03461822165828699,0.08153337240219116,0.011993324922187973,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.4, 'reg_bi': 0.4, 'reg_pu': 0.6000000000000001, 'reg_qi': 0.8, 'reg_yj': 0.7000000000000001}",1,True,350,0.0025,0.4,0.4,0.6000000000000001,0.8,0.7000000000000001
0.8507463204032135,0.877918009872205,0.8790359639171348,0.8552664107053042,0.8657416762244644,0.012841272038425727,272,1.0422974228858948,0.013690971549452228,0.08352726697921753,0.005970052937446537,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 1.0, 'reg_bi': 0.30000000000000004, 'reg_pu': 0.0, 'reg_qi': 0.5, 'reg_yj': 0.7000000000000001}",1,True,350,0.0025,1.0,0.30000000000000004,0.0,0.5,0.7000000000000001
0.8346501432606257,0.8491542764480124,0.8691137229320135,0.83947335118516,0.8480978734564529,0.013209899207486284,232,1.0017818808555603,0.012785262101427579,0.09026700258255005,0.006235313556135941,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.4, 'reg_bi': 0.5, 'reg_pu': 0.8, 'reg_qi': 0.30000000000000004, 'reg_yj': 0.6000000000000001}",1,True,350,0.0025,0.4,0.5,0.8,0.30000000000000004,0.6000000000000001
0.8579003056752892,0.8793979917732542,0.8937903509783566,0.8744262792708636,0.8763787319244408,0.01282131736721246,294,1.036009132862091,0.12461208191262968,0.07653748989105225,0.00898042964733036,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.9, 'reg_bi': 0.30000000000000004, 'reg_pu': 1.0, 'reg_qi': 0.2, 'reg_yj': 0.7000000000000001}",1,True,350,0.0025,0.9,0.30000000000000004,1.0,0.2,0.7000000000000001
0.7599477364215397,0.7596054869563743,0.7771513895790177,0.7565063294836643,0.763302735610149,0.008107126805302102,82,0.9924055337905884,0.022174784588687827,0.07615697383880615,0.00946289666199271,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.30000000000000004, 'reg_bi': 0.9, 'reg_pu': 0.8, 'reg_qi': 0.1, 'reg_yj': 0.4}",1,True,350,0.0025,0.30000000000000004,0.9,0.8,0.1,0.4
0.8261291570531639,0.8177060026793816,0.8380767623573339,0.8229332958390405,0.8262113044822299,0.007481332404864904,195,1.0168132185935974,0.04669119885469713,0.08314555883407593,0.014393949963659789,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 350, 'lr_all': 0.0025, 'reg_bu': 0.7000000000000001, 'reg_bi': 0.8, 'reg_pu': 0.4, 'reg_qi': 0.0, 'reg_yj': 0.4}",1,True,350,0.0025,0.7000000000000001,0.8,0.4,0.0,0.4
